symbol,time,recent_message_type,bid_no_of_order,bid_quantity,bid_price,ask_price,ask_quantity,ask_no_of_order
GARAN,1572862530974440475,E,15,158643,9.5,9.52,433087,59
GARAN,1572862530974627526,A,15,158643,9.5,9.51,17367,1
GARAN,1572862533613622258,E,15,176319,9.5,9.52,433087,59
GARAN,1572862533613622258,A,1,40121,9.51,9.52,433087,59
GARAN,1572862534678711961,E,17,182844,9.5,9.52,434137,59
GARAN,1572862534678935681,A,17,182844,9.5,9.51,7500,1
GARAN,1572862551249220599,E,16,197758,9.5,9.52,452087,59
GARAN,1572862551249220599,A,1,704,9.51,9.52,452087,59
GARAN,1572862551249497290,E,16,197758,9.5,9.52,452087,59
GARAN,1572862551249655304,A,16,197758,9.5,9.51,704,1
GARAN,1572862595020905003,E,18,222762,9.5,9.52,452137,60
GARAN,1572862595020905003,A,1,3181,9.51,9.52,452137,60
GARAN,1572862595021279272,E,18,222762,9.5,9.52,452137,60
GARAN,1572862595103811857,A,18,222762,9.5,9.51,2392,1
GARAN,1572862595148564214,D,18,222762,9.5,9.52,452137,60
GARAN,1572862595902920810,A,1,10,9.51,9.52,455092,61
GARAN,1572862595903022429,E,20,242994,9.5,9.52,455092,61
GARAN,1572862599114940265,A,1,50000,9.51,9.52,455092,61
GARAN,1572862669290022396,E,20,196457,9.5,9.52,446399,61
GARAN,1572862669290638162,A,20,196457,9.5,9.51,7500,1
GARAN,1572863144849743170,E,41,285560,9.49,9.51,155507,25
GARAN,1572863144850143474,A,41,285560,9.49,9.5,7500,1
GARAN,1572863144850763081,E,40,278060,9.49,9.51,155734,26
GARAN,1572863144850763081,A,1,9663,9.5,9.51,155734,26
GARAN,1572863144852704538,E,40,278060,9.49,9.51,155734,26
GARAN,1572863144852704538,A,40,278060,9.49,9.5,3363,1
GARAN,1572863206040024933,E,43,355544,9.49,9.51,153096,24
GARAN,1572863206084090799,A,43,355544,9.49,9.5,3418,1
GARAN,1572863206084240916,E,43,355544,9.49,9.51,153096,24
GARAN,1572863206108845852,A,43,355544,9.49,9.5,2270,1
GARAN,1572863206109018074,E,43,355544,9.49,9.51,153096,24
GARAN,1572863208422692710,A,1,7500,9.5,9.51,153096,24
GARAN,1572863208541839239,D,44,397264,9.49,9.51,153096,24
GARAN,1572863210985407864,A,1,50000,9.5,9.51,153096,24
GARAN,1572863236816261327,E,44,353135,9.49,9.51,157721,25
GARAN,1572863236816303502,A,44,353135,9.49,9.5,7500,1
GARAN,1572863236967551224,D,43,342315,9.49,9.51,152849,23
GARAN,1572863236967872199,A,43,342315,9.49,9.5,10775,1
GARAN,1572863239061635993,E,43,342315,9.49,9.51,152849,23
GARAN,1572863239061938473,A,1,7500,9.5,9.51,152849,23
GARAN,1572863247620796399,D,43,342315,9.49,9.51,152849,23
GARAN,1572863252577134958,A,1,7500,9.5,9.51,152844,23
GARAN,1572863255366573579,D,46,406515,9.49,9.51,177844,24
GARAN,1572863283884039272,A,1,50000,9.5,9.51,187844,25
GARAN,1572863813067317015,E,44,353327,9.49,9.51,203254,34
GARAN,1572863813067317015,A,44,353327,9.49,9.5,7498,1
GARAN,1572863915008293261,E,46,296380,9.49,9.51,297017,32
GARAN,1572863915008561709,A,1,7500,9.5,9.51,297017,32
GARAN,1572863915194080223,D,47,298996,9.49,9.51,297017,32
GARAN,1572863916943643332,A,1,7500,9.5,9.51,297017,32
GARAN,1572864835873099220,E,50,292637,9.49,9.51,352868,44
GARAN,1572864835873557399,A,50,292637,9.49,9.5,7500,1
GARAN,1572865322771883450,E,53,280420,9.49,9.51,307239,39
GARAN,1572865322771883450,A,1,21981,9.5,9.51,307239,39
GARAN,1572865964371368183,E,46,225311,9.49,9.51,578653,55
GARAN,1572865964372000956,A,46,225311,9.49,9.5,7500,1
GARAN,1572866030756203401,E,49,236725,9.49,9.51,557177,48
GARAN,1572866030756203401,A,1,46434,9.5,9.51,557177,48
GARAN,1572866101389958080,E,48,223172,9.49,9.51,560892,50
GARAN,1572866101542497237,A,48,223172,9.49,9.5,7508,1
GARAN,1572867863624020313,E,25,115101,9.49,9.51,528304,51
GARAN,1572867863624907598,A,1,24613,9.5,9.51,528304,51
GARAN,1572867865542232363,E,27,153424,9.49,9.51,522907,50
GARAN,1572867865542232363,A,27,153424,9.49,9.5,25919,1
GARAN,1572867865542503617,E,27,153424,9.49,9.51,522907,50
GARAN,1572867865542662754,A,1,7500,9.5,9.51,522907,50
GARAN,1572867865643728636,E,26,130628,9.49,9.51,522907,50
GARAN,1572867865734885111,A,1,7500,9.5,9.51,522907,50
GARAN,1572867866257759781,E,28,140394,9.49,9.51,515196,50
GARAN,1572867866257759781,A,28,140394,9.49,9.5,19241,1
GARAN,1572867984000389741,E,37,153586,9.48,9.5,140793,11
GARAN,1572867984000828155,A,37,153586,9.48,9.49,7500,1
GARAN,1572867999608197582,E,37,211135,9.48,9.5,137540,12
GARAN,1572867999608197582,A,1,15277,9.49,9.5,137540,12
GARAN,1572867999608817164,E,37,211135,9.48,9.5,137540,12
GARAN,1572867999608943421,A,37,211135,9.48,9.49,7500,1
GARAN,1572868040502111052,E,38,218233,9.48,9.5,126166,11
GARAN,1572868040502111052,A,1,22703,9.49,9.5,126166,11
GARAN,1572868127829937170,E,8,59681,9.49,9.51,524846,51
GARAN,1572868127831204933,A,1,7500,9.5,9.51,524846,51
GARAN,1572868127831548557,E,8,59681,9.49,9.51,524846,51
GARAN,1572868127873991686,A,8,59681,9.49,9.5,2217,1
GARAN,1572868127874148287,E,8,59681,9.49,9.51,524846,51
GARAN,1572868127874366014,A,1,7500,9.5,9.51,524846,51
GARAN,1572868127897421409,E,9,59872,9.49,9.51,524846,51
GARAN,1572868127897421409,A,9,59872,9.49,9.5,16489,1
GARAN,1572868127897603207,E,9,59872,9.49,9.51,524846,51
GARAN,1572868127897760648,A,1,7500,9.5,9.51,524846,51
GARAN,1572868133881294659,E,7,53467,9.49,9.51,527245,52
GARAN,1572868133881294659,A,7,53467,9.49,9.5,92306,1
GARAN,1572868147740613462,E,10,170967,9.49,9.51,524846,51
GARAN,1572868147740846283,A,1,7500,9.5,9.51,524846,51
GARAN,1572868147819320671,E,11,195460,9.49,9.51,524846,51
GARAN,1572868147819320671,A,11,195460,9.49,9.5,7064,1
GARAN,1572868147819517750,E,11,195460,9.49,9.51,524846,51
GARAN,1572868147827912346,A,10,170967,9.49,9.5,4157,1
GARAN,1572868147893092877,D,10,170967,9.49,9.51,524846,51
GARAN,1572868148096447632,A,10,170967,9.49,9.5,3085,1
GARAN,1572868149000712551,E,11,192939,9.49,9.51,521087,52
GARAN,1572868149000941455,A,1,7500,9.5,9.51,521087,52
GARAN,1572868149072317457,E,10,170967,9.49,9.51,521087,52
GARAN,1572868149072317457,A,10,170967,9.49,9.5,11920,1
GARAN,1572868152332712272,E,12,194645,9.49,9.51,517969,51
GARAN,1572868152332712272,A,1,90267,9.5,9.51,517969,51
GARAN,1572868155585014160,E,12,194645,9.49,9.51,517969,51
GARAN,1572868155657082820,A,10,170967,9.49,9.5,7500,1
GARAN,1572868155711462174,E,10,170967,9.49,9.51,520168,52
GARAN,1572868155711462174,A,1,1510,9.5,9.51,520168,52
GARAN,1572868155711589724,E,10,170967,9.49,9.51,520168,52
GARAN,1572868155744247179,A,10,170967,9.49,9.5,16413,1
GARAN,1572868160607191524,E,12,190172,9.49,9.51,517969,51
GARAN,1572868160607191524,A,1,31578,9.5,9.51,517969,51
GARAN,1572868176669827342,E,11,190072,9.49,9.51,517717,50
GARAN,1572868176669827342,A,11,190072,9.49,9.5,63020,1
GARAN,1572868176670268639,E,11,190072,9.49,9.51,517717,50
GARAN,1572868176670530998,A,1,7500,9.5,9.51,517717,50
GARAN,1572868179955073794,E,8,155516,9.49,9.51,521397,51
GARAN,1572868182287280416,A,8,155516,9.49,9.5,100,1
GARAN,1572868194618368838,E,11,152031,9.49,9.51,519521,50
GARAN,1572868194688473190,A,10,141730,9.49,9.5,2197,1
GARAN,1572868194732169493,D,10,141730,9.49,9.51,519521,50
GARAN,1572868195497907854,A,10,111315,9.49,9.5,7500,1
GARAN,1572868196413291982,D,11,149603,9.49,9.51,521616,51
GARAN,1572868213690340253,A,1,49947,9.5,9.51,521616,51
GARAN,1572868450520228198,E,9,112431,9.49,9.51,499141,54
GARAN,1572868450520568884,A,9,112431,9.49,9.5,7500,1
GARAN,1572868465212984158,E,12,147931,9.49,9.51,495574,54
GARAN,1572868465213243606,A,1,7500,9.5,9.51,495574,54
GARAN,1572868465213545297,E,10,114505,9.49,9.51,495574,54
GARAN,1572868491437431860,A,12,121308,9.49,9.5,750,1
GARAN,1572868492662668070,E,13,147655,9.49,9.51,495574,54
GARAN,1572868492662958324,A,1,7500,9.5,9.51,495574,54
GARAN,1572868492768112200,D,11,116649,9.49,9.51,495574,54
GARAN,1572868500854834178,A,13,370905,9.49,9.5,10,1
GARAN,1572868500854986863,E,13,370905,9.49,9.51,495574,54
GARAN,1572868503475236093,A,1,10,9.5,9.51,495574,54
GARAN,1572868838645387579,E,10,360435,9.49,9.51,508738,59
GARAN,1572868838645542372,A,10,360435,9.49,9.5,24613,1
GARAN,1572870086563737906,E,46,142692,9.48,9.5,251305,34
GARAN,1572870086564118155,A,46,142692,9.48,9.49,7500,1
GARAN,1572870780078433345,E,51,151189,9.48,9.5,182082,39
GARAN,1572870780078433345,A,1,58719,9.49,9.5,182082,39
GARAN,1572871521363869710,E,51,117145,9.48,9.5,185750,52
GARAN,1572871521364241836,A,51,117145,9.48,9.49,7500,1
GARAN,1572871521969628921,E,51,134984,9.48,9.5,175374,50
GARAN,1572871521969879420,A,1,7500,9.49,9.5,175374,50
GARAN,1572871521970095941,E,50,116969,9.48,9.5,175374,50
GARAN,1572871521970370350,A,50,116969,9.48,9.49,7500,1
GARAN,1572871522483691952,D,51,143508,9.48,9.5,175374,50
GARAN,1572871525627179289,A,51,118907,9.48,9.49,500,1
GARAN,1572871526439125362,E,52,143543,9.48,9.5,175374,50
GARAN,1572871528012021949,A,51,118907,9.48,9.49,5000,1
GARAN,1572871529771628219,E,52,138676,9.48,9.5,170374,49
GARAN,1572871529771874105,A,1,7500,9.49,9.5,170374,49
GARAN,1572872216327650032,E,53,124602,9.48,9.5,155167,56
GARAN,1572872216327650032,A,53,124602,9.48,9.49,71569,1
GARAN,1572872295139467760,E,27,60752,9.47,9.49,86398,7
GARAN,1572872295139467760,A,27,60752,9.47,9.48,18322,1
GARAN,1572872295142014107,E,29,93185,9.47,9.49,94131,9
GARAN,1572872295142014107,A,1,8543,9.48,9.49,94131,9
GARAN,1572872326746058971,E,31,104913,9.47,9.49,94131,9
GARAN,1572872326746058971,E,15,20645,9.46,9.49,94131,9
GARAN,1572872326746928330,A,15,20645,9.46,9.48,7500,1
GARAN,1572872326748355827,A,1,100,9.47,9.48,7500,1
GARAN,1572872326750617429,E,15,20645,9.46,9.48,7500,1
GARAN,1572872326797295977,A,15,20645,9.46,9.47,41821,1
GARAN,1572872376740133489,E,13,28042,9.46,9.48,7773,3
GARAN,1572872376740277710,A,1,7500,9.47,9.48,7773,3
GARAN,1572872376740840052,E,13,28042,9.46,9.48,7773,3
GARAN,1572872376741199571,A,1,7500,9.47,9.48,7773,3
