symbol,time,recent_message_type,bid_no_of_order,bid_quantity,bid_price,ask_price,ask_quantity,ask_no_of_order
GARAN,1572851994057772641,E,17,87488,9.4,9.42,20424,15
GARAN,1572851994058246957,A,1,4500,9.41,9.42,20424,15
GARAN,1572851994810923137,E,3,13483,9.41,9.43,116664,33
GARAN,1572851994810923137,A,1,80154,9.42,9.43,116664,33
GARAN,1572852143104623898,E,4,17424,9.41,9.43,124588,54
GARAN,1572852143104857350,A,4,17424,9.41,9.42,7500,1
GARAN,1572852173539729018,E,4,25854,9.41,9.43,114945,45
GARAN,1572852173539729018,A,1,80393,9.42,9.43,114945,45
GARAN,1572852177608995883,E,5,30775,9.41,9.43,115493,46
GARAN,1572852177609075223,A,5,30775,9.41,9.42,24613,1
GARAN,1572852183172607524,E,4,25712,9.41,9.43,114945,45
GARAN,1572852183172607524,A,1,8859,9.42,9.43,114945,45
GARAN,1572852198701010639,E,6,31087,9.41,9.43,118662,47
GARAN,1572852198701175687,A,6,31087,9.41,9.42,7500,1
GARAN,1572852198876631593,E,7,48078,9.41,9.43,117270,46
GARAN,1572852198876631593,A,1,1180,9.42,9.43,117270,46
GARAN,1572852198876778551,E,7,48078,9.41,9.43,117270,46
GARAN,1572852198942734699,A,6,30490,9.41,9.42,7500,1
GARAN,1572852329194233395,E,7,25163,9.41,9.43,129414,48
GARAN,1572852329194233395,A,1,39432,9.42,9.43,129414,48
GARAN,1572852803048595253,E,12,80044,9.41,9.43,139449,48
GARAN,1572852803344591627,A,1,3827,9.42,9.43,147174,50
GARAN,1572852803344675056,E,12,80044,9.41,9.43,147174,50
GARAN,1572852803344787040,A,1,7500,9.42,9.43,147174,50
GARAN,1572852803380064823,E,12,80044,9.41,9.43,147174,50
GARAN,1572852803380064823,A,12,80044,9.41,9.42,9155,1
GARAN,1572852835084355400,E,13,97883,9.41,9.43,137464,48
GARAN,1572852835084682594,A,1,7500,9.42,9.43,137464,48
GARAN,1572852853672279156,E,14,100129,9.41,9.43,144156,51
GARAN,1572852853672279156,A,14,100129,9.41,9.42,5781,1
GARAN,1572852911352770168,E,14,99398,9.41,9.43,138392,52
GARAN,1572852911353127921,A,1,7500,9.42,9.43,138392,52
GARAN,1572852913423114996,E,16,106136,9.41,9.43,138392,52
GARAN,1572852913423114996,A,16,106136,9.41,9.42,10387,1
GARAN,1572853117135038305,E,20,110316,9.41,9.43,145816,51
GARAN,1572853117135627305,A,1,7500,9.42,9.43,145816,51
GARAN,1572853117136198142,E,20,110316,9.41,9.43,145816,51
GARAN,1572853117136198142,A,20,110316,9.41,9.42,500,1
GARAN,1572853117136880671,E,22,119525,9.41,9.43,145816,51
GARAN,1572853117137096348,A,1,7500,9.42,9.43,145816,51
GARAN,1572853117137188942,E,20,110316,9.41,9.43,147816,52
GARAN,1572853117137188942,A,20,110316,9.41,9.42,10800,1
GARAN,1572853117137533056,E,20,110316,9.41,9.43,147816,52
GARAN,1572853117137662766,A,1,7500,9.42,9.43,147816,52
GARAN,1572853119476942782,E,21,116701,9.41,9.43,151700,53
GARAN,1572853119476942782,A,21,116701,9.41,9.42,2588,1
GARAN,1572853430150669888,E,22,72962,9.41,9.43,147672,49
GARAN,1572853430150669888,A,22,72962,9.41,9.42,1,1
GARAN,1572853430151320211,E,22,72962,9.41,9.43,147672,49
GARAN,1572853430151320211,A,1,5499,9.42,9.43,147672,49
GARAN,1572853430271266338,E,23,101385,9.41,9.43,147672,49
GARAN,1572853430271266338,A,23,101385,9.41,9.42,141,1
GARAN,1572853430271453001,E,23,101385,9.41,9.43,147672,49
GARAN,1572853430670709748,A,23,79300,9.41,9.42,7500,1
GARAN,1572853544181429190,E,25,97615,9.4,9.42,116605,13
GARAN,1572853544989139779,A,25,97615,9.4,9.41,15000,1
GARAN,1572853570470659909,E,26,106421,9.4,9.42,106846,14
GARAN,1572853570471074341,A,1,7500,9.41,9.42,106846,14
GARAN,1572853703285672950,E,13,111976,9.41,9.43,177172,50
GARAN,1572853703285672950,A,1,1924,9.42,9.43,177172,50
GARAN,1572853703287785910,E,13,111976,9.41,9.43,177172,50
GARAN,1572853703287785910,A,13,111976,9.41,9.42,576,1
GARAN,1572853703287940918,E,13,111976,9.41,9.43,177172,50
GARAN,1572853703395445400,A,1,1,9.42,9.43,177172,50
GARAN,1572853718424451963,E,9,51954,9.41,9.43,180989,51
GARAN,1572853718424451963,A,1,1,9.42,9.43,180989,51
GARAN,1572853718424753055,E,9,51954,9.41,9.43,180989,51
GARAN,1572853718424992057,A,9,51954,9.41,9.42,7500,1
GARAN,1572853789221794598,E,15,84507,9.41,9.43,178190,52
GARAN,1572853794629537416,A,14,76507,9.41,9.42,100,1
GARAN,1572853797417375391,E,15,79840,9.41,9.43,181189,53
GARAN,1572853814147073247,A,15,78792,9.41,9.42,123,1
GARAN,1572853852539987440,E,15,79727,9.41,9.43,178243,55
GARAN,1572853867709678681,A,15,78784,9.41,9.42,45,1
GARAN,1572854499467639131,D,17,77225,9.41,9.43,178395,62
GARAN,1572854499467639131,A,17,77225,9.41,9.42,3,1
GARAN,1572854499468071633,D,17,77225,9.41,9.43,178395,62
GARAN,1572854499468071633,A,17,77225,9.41,9.42,3,1
GARAN,1572854499468229149,D,18,103488,9.41,9.43,178395,62
GARAN,1572854499468229149,A,18,103488,9.41,9.42,3,1
GARAN,1572854499468498104,E,19,103744,9.41,9.43,178395,62
GARAN,1572854499468498104,A,19,103744,9.41,9.42,3,1
GARAN,1572854499468550748,E,19,103744,9.41,9.43,178395,62
GARAN,1572854499944373440,A,1,3,9.42,9.43,182115,63
GARAN,1572854520300894372,E,18,81790,9.41,9.43,181824,62
GARAN,1572854520300894372,A,1,3,9.42,9.43,181824,62
GARAN,1572854520322690055,E,18,81790,9.41,9.43,181824,62
GARAN,1572854521312661875,A,1,3000,9.42,9.43,181824,62
GARAN,1572854521312887027,E,19,81710,9.41,9.43,181824,62
GARAN,1572854521533461222,A,19,81710,9.41,9.42,1000,1
GARAN,1572854522213384812,E,18,77574,9.41,9.43,178104,61
GARAN,1572854522213384812,A,1,280,9.42,9.43,178104,61
GARAN,1572854522213944044,E,18,77574,9.41,9.43,178104,61
GARAN,1572854531500294603,A,1,10000,9.42,9.43,181071,62
GARAN,1572854531658782075,E,19,81924,9.41,9.43,181071,62
GARAN,1572854559029067253,A,1,200,9.42,9.43,191066,63
GARAN,1572854559029219376,E,20,86124,9.41,9.43,191066,63
GARAN,1572854566992891606,A,1,100,9.42,9.43,191066,63
GARAN,1572854566993015445,E,20,86124,9.41,9.43,191066,63
GARAN,1572854569500559983,A,1,900,9.42,9.43,191064,63
GARAN,1572854619948806390,E,19,81285,9.41,9.43,181013,66
GARAN,1572854619949227356,A,19,81285,9.41,9.42,24613,1
GARAN,1572854630776357066,E,18,76607,9.41,9.43,181245,67
GARAN,1572854630776357066,A,1,196085,9.42,9.43,181245,67
GARAN,1572854715936928305,E,10,207048,9.42,9.44,408115,65
GARAN,1572854715936928305,A,1,774,9.43,9.44,408115,65
GARAN,1572854715937379734,E,10,207048,9.42,9.44,408115,65
GARAN,1572854715937379734,A,10,207048,9.42,9.43,1226,1
GARAN,1572854715937451662,E,10,207048,9.42,9.44,408115,65
GARAN,1572854715937912276,A,1,1226,9.43,9.44,408115,65
GARAN,1572854716087959550,E,8,200680,9.42,9.44,407938,65
GARAN,1572854716087959550,A,8,200680,9.42,9.43,1000,1
GARAN,1572854722068583229,E,8,200680,9.42,9.44,409937,65
GARAN,1572854722068583229,A,1,13152,9.43,9.44,409937,65
GARAN,1572854951812368459,E,22,191206,9.43,9.45,269203,95
GARAN,1572854951812779847,A,1,24613,9.44,9.45,269203,95
GARAN,1572854972621576487,E,18,117283,9.43,9.45,195549,73
GARAN,1572854972621576487,A,1,1,9.44,9.45,195549,73
GARAN,1572854972632330473,E,18,117283,9.43,9.45,195549,73
GARAN,1572854972632352636,A,18,117283,9.43,9.44,3000,1
GARAN,1572854974258360562,E,22,150370,9.43,9.45,191829,72
GARAN,1572854975041023011,A,1,5000,9.44,9.45,187823,71
GARAN,1572854975276340307,E,20,125504,9.43,9.45,187823,71
GARAN,1572854975357278289,A,1,2259,9.44,9.45,187823,71
GARAN,1572854976181686183,E,20,125504,9.43,9.45,187823,71
GARAN,1572854980431342068,A,21,125534,9.43,9.44,25,1
GARAN,1572854980431459216,E,21,125534,9.43,9.45,187823,71
GARAN,1572854980938841754,A,1,50,9.44,9.45,187823,71
GARAN,1572854980938943728,E,21,125534,9.43,9.45,187823,71
GARAN,1572854981659319973,A,1,2500,9.44,9.45,187790,71
GARAN,1572854983179744724,E,21,125534,9.43,9.45,187840,72
GARAN,1572854984995394213,A,1,1000,9.44,9.45,187807,72
GARAN,1572854985000617927,E,22,126534,9.43,9.45,187807,72
GARAN,1572854985082077558,A,22,126534,9.43,9.44,1,1
GARAN,1572854986527045121,E,22,128638,9.43,9.45,187809,73
GARAN,1572854986527045121,A,1,9974,9.44,9.45,187809,73
GARAN,1572854994897090280,E,21,126177,9.43,9.45,188493,74
GARAN,1572854994966320334,A,1,2406,9.44,9.45,188493,74
GARAN,1572854994966461330,E,20,118184,9.43,9.45,188493,74
GARAN,1572854998131029372,A,21,123841,9.43,9.44,10,1
GARAN,1572854998215563860,E,21,123841,9.43,9.45,188493,74
GARAN,1572854998215563860,A,1,144990,9.44,9.45,188493,74
GARAN,1572855036280663045,E,19,113128,9.43,9.45,198146,76
GARAN,1572855036346746629,A,1,2525,9.44,9.45,182149,69
GARAN,1572855036346871439,E,19,113128,9.43,9.45,182149,69
GARAN,1572855036403703726,A,1,9716,9.44,9.45,179660,69
GARAN,1572855036403913820,E,19,113128,9.43,9.45,179660,69
GARAN,1572855036458542278,A,1,2391,9.44,9.45,179660,69
GARAN,1572855038284402022,E,20,116329,9.43,9.45,179660,69
GARAN,1572855038284402022,A,20,116329,9.43,9.44,109,1
GARAN,1572855038284554021,E,20,116329,9.43,9.45,179660,69
GARAN,1572855040689428091,A,20,116329,9.43,9.44,1,1
GARAN,1572855040689584981,E,20,116329,9.43,9.45,179660,69
GARAN,1572855041998855941,A,1,630,9.44,9.45,179670,70
GARAN,1572855050250393556,E,20,116329,9.43,9.45,180170,72
GARAN,1572855050250393556,A,20,116329,9.43,9.44,29838,1
GARAN,1572855144955167192,E,11,97245,9.43,9.45,175395,74
GARAN,1572855144955167192,A,1,136196,9.44,9.45,175395,74
GARAN,1572855242800700249,E,13,218682,9.44,9.46,200420,41
GARAN,1572855242800700249,A,1,28428,9.45,9.46,200420,41
GARAN,1572855340889340159,E,11,184969,9.44,9.46,124115,29
GARAN,1572855340889340159,A,11,184969,9.44,9.45,24854,1
GARAN,1572855348079696636,E,13,196346,9.44,9.46,116671,28
GARAN,1572855348080211267,A,1,7500,9.45,9.46,116671,28
GARAN,1572855398978153512,E,13,213843,9.44,9.46,138631,30
GARAN,1572855398978750101,A,13,213843,9.44,9.45,7500,1
GARAN,1572855530319385283,E,13,51204,9.43,9.45,82904,26
GARAN,1572855530357560158,A,1,7500,9.44,9.45,69932,24
GARAN,1572855639888688925,E,15,69811,9.43,9.45,84884,18
GARAN,1572855639888688925,A,15,69811,9.43,9.44,15189,1
GARAN,1572855639889029576,E,15,69811,9.43,9.45,84884,18
GARAN,1572855639889222471,A,1,7500,9.44,9.45,84884,18
GARAN,1572855671256580858,E,8,74918,9.44,9.46,111549,28
GARAN,1572855671256580858,A,8,74918,9.44,9.45,2,1
GARAN,1572855671257224835,E,8,74918,9.44,9.46,111549,28
GARAN,1572855671257224835,A,1,22601,9.45,9.46,111549,28
GARAN,1572855671337569673,E,10,108222,9.44,9.46,113549,29
GARAN,1572855671337569673,A,10,108222,9.44,9.45,18199,1
GARAN,1572855671337733953,E,10,108222,9.44,9.46,113549,29
GARAN,1572855671337874643,A,1,7500,9.45,9.46,113549,29
GARAN,1572855671415279565,E,9,106202,9.44,9.46,106433,24
GARAN,1572855671481406768,A,1,4,9.45,9.46,106433,24
GARAN,1572855775467184871,E,8,122846,9.44,9.46,121439,31
GARAN,1572855775467184871,A,1,4,9.45,9.46,121439,31
GARAN,1572855775467377408,E,8,122846,9.44,9.46,121439,31
GARAN,1572855775467475453,A,8,122846,9.44,9.45,7500,1
GARAN,1572855776386595372,E,15,69811,9.43,9.45,59780,5
GARAN,1572855776387218674,A,1,4300,9.44,9.45,59780,5
GARAN,1572855776409267372,E,15,69811,9.43,9.45,60028,6
GARAN,1572855782318053705,A,15,69811,9.43,9.44,113,1
GARAN,1572855793038288403,E,15,82812,9.43,9.45,57568,9
GARAN,1572855794142609506,A,15,83045,9.43,9.44,30000,1
GARAN,1572855854030744215,E,16,73093,9.43,9.45,75073,11
GARAN,1572855854030744215,A,1,70000,9.44,9.45,75073,11
GARAN,1572856428573505779,E,18,62082,9.43,9.45,159724,45
GARAN,1572856428573505779,A,1,70000,9.44,9.45,159724,45
GARAN,1572856769906071890,E,19,69082,9.43,9.45,269553,42
GARAN,1572856769906071890,A,19,69082,9.43,9.44,793,1
GARAN,1572856798469850044,E,22,94728,9.43,9.45,255092,40
GARAN,1572856798469850044,A,22,94728,9.43,9.44,1,1
GARAN,1572856798470261552,E,23,111011,9.43,9.45,255092,40
GARAN,1572856798470261552,A,1,7497,9.44,9.45,255092,40
GARAN,1572856798550948955,D,23,111011,9.43,9.45,255085,40
GARAN,1572856798588773968,A,1,1,9.44,9.45,255085,40
GARAN,1572856806083020271,E,23,99030,9.43,9.45,255285,41
GARAN,1572856806454855422,A,1,10000,9.44,9.45,255285,41
GARAN,1572856807410407068,E,21,82359,9.43,9.45,255285,41
GARAN,1572856807410694986,A,21,82359,9.43,9.44,7500,1
GARAN,1572856827627449059,E,22,100852,9.43,9.45,225785,41
GARAN,1572856827627731446,A,1,7500,9.44,9.45,225785,41
GARAN,1572856939687933014,E,21,75611,9.43,9.45,227045,40
GARAN,1572856939688022000,A,21,75611,9.43,9.44,24613,1
GARAN,1572857029654058818,E,24,98715,9.43,9.45,216473,38
GARAN,1572857029654803396,A,1,7500,9.44,9.45,216473,38
GARAN,1572857106462265526,E,23,82732,9.43,9.45,226772,40
GARAN,1572857106462265526,A,23,82732,9.43,9.44,772,1
GARAN,1572857115830262464,E,23,82732,9.43,9.45,226772,40
GARAN,1572857115830262464,A,1,7497,9.44,9.45,226772,40
GARAN,1572857129698466731,E,24,87816,9.43,9.45,226747,40
GARAN,1572857129698466731,A,24,87816,9.43,9.44,3683,1
GARAN,1572857159083604559,E,24,71481,9.43,9.45,230080,41
GARAN,1572857159083604559,A,1,17,9.44,9.45,230080,41
GARAN,1572857159083851948,E,24,71481,9.43,9.45,230080,41
GARAN,1572857159084082401,A,24,71481,9.43,9.44,7500,1
GARAN,1572857406849104988,E,20,80118,9.42,9.44,39031,11
GARAN,1572857406849395355,A,1,7500,9.43,9.44,39031,11
GARAN,1572857406849485258,E,20,80118,9.42,9.44,39258,12
GARAN,1572857406985199865,A,20,87434,9.42,9.43,3776,1
GARAN,1572857434364454274,E,23,97490,9.42,9.44,31278,11
GARAN,1572857434364546824,A,1,7500,9.43,9.44,31278,11
GARAN,1572857574162867132,E,8,41503,9.43,9.45,115146,44
GARAN,1572857574163187916,A,1,7500,9.44,9.45,115146,44
GARAN,1572857574294192804,D,9,62642,9.43,9.45,115146,44
GARAN,1572857574421946431,A,1,17994,9.44,9.45,115146,44
GARAN,1572857664170127187,E,7,24590,9.43,9.45,134759,51
GARAN,1572857664170127187,A,1,5,9.44,9.45,134759,51
GARAN,1572857664171039908,E,7,24590,9.43,9.45,134936,52
GARAN,1572857664171039908,A,7,24590,9.43,9.44,995,1
GARAN,1572857706393475646,E,25,95252,9.42,9.44,12327,4
GARAN,1572857706394045228,A,1,7500,9.43,9.44,36940,5
GARAN,1572857835352503166,E,6,32147,9.43,9.45,170707,59
GARAN,1572857835352503166,A,1,71711,9.44,9.45,170707,59
GARAN,1572857845876950790,E,4,87845,9.44,9.46,173757,43
GARAN,1572857845876950790,A,1,38950,9.45,9.46,173757,43
GARAN,1572857883742616339,E,7,134278,9.45,9.47,181479,45
GARAN,1572857883742616339,A,1,63361,9.46,9.47,181479,45
GARAN,1572857937902507476,E,10,115657,9.46,9.48,299233,55
GARAN,1572857937902507476,A,1,19619,9.47,9.48,299233,55
GARAN,1572857937905248561,D,12,123414,9.46,9.48,299007,54
GARAN,1572857937905286916,A,12,123414,9.46,9.47,1000,1
GARAN,1572857997836832941,E,8,58821,9.45,9.47,650041,17
GARAN,1572857997836832941,A,1,1,9.46,9.47,650041,17
GARAN,1572857997836951376,E,8,58821,9.45,9.47,650041,17
GARAN,1572857997837941916,A,6,8605,9.45,9.46,7500,1
GARAN,1572857999820610780,D,8,38058,9.45,9.47,650304,19
GARAN,1572857999820910731,A,1,7500,9.46,9.47,650304,19
GARAN,1572858020409349518,E,9,40558,9.45,9.47,656663,17
GARAN,1572858020410253148,A,1,1000,9.46,9.47,656663,17
GARAN,1572858020454747138,E,9,40558,9.45,9.47,658663,18
GARAN,1572858020454747138,A,9,40558,9.45,9.46,17666,1
GARAN,1572858020454968041,E,9,40558,9.45,9.47,658663,18
GARAN,1572858020455159345,A,1,7500,9.46,9.47,658663,18
GARAN,1572858074682346767,E,10,130153,9.46,9.48,562109,60
GARAN,1572858074682346767,A,1,49667,9.47,9.48,562109,60
GARAN,1572858102632460611,E,9,165440,9.47,9.49,191662,45
GARAN,1572858102632875023,A,1,209,9.48,9.49,199162,46
GARAN,1572858102632898199,E,9,165440,9.47,9.49,199162,46
GARAN,1572858102632898199,A,9,165440,9.47,9.48,1791,1
GARAN,1572858102632967071,E,9,165440,9.47,9.49,199162,46
GARAN,1572858102632967071,A,1,5709,9.48,9.49,199162,46
GARAN,1572858105560461242,E,8,150585,9.47,9.49,187884,32
GARAN,1572858105560549891,A,1,178,9.48,9.49,187884,32
GARAN,1572858105560670729,E,8,150585,9.47,9.49,187884,32
GARAN,1572858105560670729,A,8,150585,9.47,9.48,7322,1
GARAN,1572858105738709158,E,8,150585,9.47,9.49,187884,32
GARAN,1572858105854226529,A,1,10951,9.48,9.49,187884,32
GARAN,1572858105957761173,E,9,150605,9.47,9.49,187884,32
GARAN,1572858107127912450,A,10,150705,9.47,9.48,2500,1
GARAN,1572858108641146717,E,11,250705,9.47,9.49,188009,33
GARAN,1572858108641365572,A,1,7500,9.48,9.49,188009,33
GARAN,1572858112202634384,E,11,243095,9.47,9.49,188009,33
GARAN,1572858112215740659,A,11,243095,9.47,9.48,7500,1
GARAN,1572858112675525623,E,11,243095,9.47,9.49,188009,33
GARAN,1572858112675525623,A,1,11710,9.48,9.49,188009,33
GARAN,1572858112704934010,E,11,243095,9.47,9.49,188009,33
GARAN,1572858112704934010,A,11,243095,9.47,9.48,7151,1
GARAN,1572858118058100314,E,10,143095,9.47,9.49,189009,34
GARAN,1572858118058100314,A,1,69510,9.48,9.49,189009,34
GARAN,1572858130905722979,E,7,112438,9.48,9.5,204236,111
GARAN,1572858130905722979,A,1,13001,9.49,9.5,204236,111
GARAN,1572858131095629798,E,8,102153,9.48,9.5,211736,112
GARAN,1572858131095797463,A,8,102153,9.48,9.49,7500,1
GARAN,1572858131439888090,E,9,110690,9.48,9.5,211736,112
GARAN,1572858131439888090,A,1,9600,9.49,9.5,211736,112
GARAN,1572858133909965699,E,9,110690,9.48,9.5,211736,112
GARAN,1572858133910181984,A,9,110690,9.48,9.49,7500,1
GARAN,1572858138549194214,E,9,106367,9.48,9.5,211736,112
GARAN,1572858138549194214,A,1,182520,9.49,9.5,211736,112
GARAN,1572858151837268084,E,2,182421,9.49,9.51,153476,23
GARAN,1572858151837268084,A,1,71059,9.5,9.51,153476,23
GARAN,1572858151839157965,E,4,190157,9.49,9.51,160976,24
GARAN,1572858151839261787,A,4,190157,9.49,9.5,2000,1
GARAN,1572858177551819369,E,13,181345,9.49,9.51,166221,25
GARAN,1572858177551819369,A,1,48565,9.5,9.51,166221,25
GARAN,1572858210552373283,E,15,266895,9.5,9.52,128586,39
GARAN,1572858210552373283,A,1,4886,9.51,9.52,128586,39
GARAN,1572858211665158776,E,14,252089,9.5,9.52,113130,21
GARAN,1572858211665158776,A,14,252089,9.5,9.51,231480,1
GARAN,1572858217611187408,E,15,269355,9.5,9.52,113130,21
GARAN,1572858217611187408,A,1,132303,9.51,9.52,113130,21
GARAN,1572858219950718768,E,15,251659,9.5,9.52,138330,23
GARAN,1572858219950980310,A,15,251659,9.5,9.51,7500,1
GARAN,1572858220076731363,E,15,251659,9.5,9.52,138330,23
GARAN,1572858221142257395,A,1,100,9.51,9.52,135639,23
GARAN,1572858221142407242,E,16,255596,9.5,9.52,135639,23
GARAN,1572858221435018101,A,16,255596,9.5,9.51,20,1
GARAN,1572858222951308500,E,15,251659,9.5,9.52,135639,23
GARAN,1572858222951308500,A,1,4807,9.51,9.52,135639,23
GARAN,1572858223062830589,E,15,251659,9.5,9.52,135649,24
GARAN,1572858223062830589,A,15,251659,9.5,9.51,245193,1
GARAN,1572858250728219944,E,10,246735,9.49,9.51,444842,10
GARAN,1572858250728681866,A,1,7500,9.5,9.51,444842,10
GARAN,1572858250777302282,E,10,246735,9.49,9.51,445046,11
GARAN,1572858250777302282,A,10,246735,9.49,9.5,21902,1
GARAN,1572858251660621990,E,11,262867,9.49,9.51,441185,10
GARAN,1572858251660909291,A,1,7500,9.5,9.51,441185,10
GARAN,1572858257842024389,E,12,255381,9.49,9.51,418675,12
GARAN,1572858257842388834,A,1,7500,9.5,9.51,426175,13
GARAN,1572858257886342606,E,12,255381,9.49,9.51,426175,13
GARAN,1572858257886342606,A,12,255381,9.49,9.5,207553,1
GARAN,1572858288206194058,E,15,294325,9.49,9.51,411726,13
GARAN,1572858288206194058,A,1,256424,9.5,9.51,411726,13
GARAN,1572858294293837185,E,3,380049,9.5,9.52,141136,29
GARAN,1572858294293837185,A,1,92818,9.51,9.52,141136,29
GARAN,1572858294989524076,E,5,387777,9.5,9.52,143005,29
GARAN,1572858294989867394,A,5,387777,9.5,9.51,7500,1
GARAN,1572858295339398472,E,3,367829,9.5,9.52,140964,28
GARAN,1572858295339694997,A,4,375329,9.5,9.51,7500,1
GARAN,1572858295841499839,E,4,375329,9.5,9.52,140964,28
GARAN,1572858295841780733,A,4,375329,9.5,9.51,7500,1
GARAN,1572858299011308362,E,5,385329,9.5,9.52,141063,28
GARAN,1572858299011308362,A,1,1334,9.51,9.52,141063,28
GARAN,1572858299011480834,E,5,385329,9.5,9.52,141063,28
GARAN,1572858299011675190,A,5,385329,9.5,9.51,7500,1
GARAN,1572858339775907271,E,11,421854,9.5,9.52,162563,29
GARAN,1572858339775907271,A,11,421854,9.5,9.51,43309,1
GARAN,1572858480894138254,E,16,378958,9.49,9.51,142226,13
GARAN,1572858480895190721,A,16,378958,9.49,9.5,7500,1
GARAN,1572858833631282365,E,20,333198,9.49,9.51,108551,16
GARAN,1572858833631380502,A,1,7500,9.5,9.51,108551,16
GARAN,1572858867051012207,E,21,331100,9.49,9.51,101590,13
GARAN,1572858867051345357,A,21,331100,9.49,9.5,7500,1
GARAN,1572858867181918200,E,20,305035,9.49,9.51,101590,13
GARAN,1572858867181918200,A,1,5154,9.5,9.51,101590,13
GARAN,1572858867182051897,E,20,305035,9.49,9.51,101590,13
GARAN,1572858867182191793,A,20,305035,9.49,9.5,5154,1
GARAN,1572858876056802943,E,21,335799,9.49,9.51,99374,12
GARAN,1572858876056802943,A,21,335799,9.49,9.5,2,1
GARAN,1572858876057152342,E,22,352319,9.49,9.51,99374,12
GARAN,1572858876057152342,A,1,7496,9.5,9.51,99374,12
GARAN,1572858956565609333,E,21,316505,9.49,9.51,199036,16
GARAN,1572858956565814075,A,21,316505,9.49,9.5,7500,1
GARAN,1572859542264339587,E,35,311252,9.49,9.51,180725,27
GARAN,1572859542264339587,A,1,61613,9.5,9.51,180725,27
GARAN,1572861132821307021,E,11,317940,9.5,9.52,188654,57
GARAN,1572861132821673439,A,1,7500,9.51,9.52,188654,57
GARAN,1572861146030390929,D,15,337114,9.5,9.52,186128,52
GARAN,1572861146030390929,A,1,4,9.51,9.52,186128,52
GARAN,1572861146030617655,D,15,337114,9.5,9.52,186128,52
GARAN,1572861146030617655,A,1,4,9.51,9.52,186128,52
GARAN,1572861146030781627,D,15,337114,9.5,9.52,186128,52
GARAN,1572861146030781627,A,1,4,9.51,9.52,186128,52
GARAN,1572861146030908636,E,15,337114,9.5,9.52,186128,52
GARAN,1572861146030908636,A,1,4,9.51,9.52,186128,52
GARAN,1572861146031020468,E,15,337114,9.5,9.52,186128,52
GARAN,1572861146031299418,A,14,331466,9.5,9.51,7500,1
GARAN,1572861146250299042,E,13,304716,9.5,9.52,181888,50
GARAN,1572861146250868050,A,13,304716,9.5,9.51,7500,1
GARAN,1572861147202892137,E,12,298823,9.5,9.52,181888,50
GARAN,1572861148494716363,A,1,40000,9.51,9.52,181888,50
GARAN,1572861148494894777,E,14,354220,9.5,9.52,181888,50
GARAN,1572861148579343043,A,14,351916,9.5,9.51,7500,1
GARAN,1572861209395382709,E,14,348488,9.5,9.52,336898,53
GARAN,1572861209395382709,A,1,10396,9.51,9.52,336898,53
GARAN,1572861209395824810,E,14,348488,9.5,9.52,336898,53
GARAN,1572861209396020091,A,14,348488,9.5,9.51,7500,1
GARAN,1572861354357143027,E,42,320610,9.49,9.51,172685,11
GARAN,1572861354357143027,A,1,1,9.5,9.51,172685,11
GARAN,1572861354357578097,E,42,320610,9.49,9.51,172685,11
GARAN,1572861354508420788,A,41,288963,9.49,9.5,10669,1
GARAN,1572861466266666360,E,43,302393,9.49,9.51,171423,12
GARAN,1572861466266926320,A,1,7500,9.5,9.51,171423,12
GARAN,1572861807038642183,E,40,290135,9.49,9.51,227371,28
GARAN,1572861807038642183,A,40,290135,9.49,9.5,677,1
GARAN,1572861877949991880,E,42,335888,9.49,9.51,215691,25
GARAN,1572861877950233371,A,1,7500,9.5,9.51,215691,25
GARAN,1572861878014280862,D,42,335888,9.49,9.51,215691,25
GARAN,1572861878014357857,A,42,335888,9.49,9.5,5139,1
GARAN,1572861878014500995,E,42,335888,9.49,9.51,215691,25
GARAN,1572861878057594277,A,42,335888,9.49,9.5,2497,1
GARAN,1572861878057736082,E,42,335888,9.49,9.51,215691,25
GARAN,1572861882361492865,A,1,141,9.5,9.51,215691,25
GARAN,1572861886521390349,E,43,316318,9.49,9.51,215691,25
GARAN,1572861894662341126,A,43,338034,9.49,9.5,11,1
GARAN,1572861894662543900,E,43,338034,9.49,9.51,215691,25
GARAN,1572861894662583159,A,43,338034,9.49,9.5,7500,1
GARAN,1572861898181476598,D,42,335888,9.49,9.51,215691,25
GARAN,1572861901682002249,A,1,50000,9.5,9.51,217868,26
GARAN,1572862492681146821,E,21,254171,9.5,9.52,450310,64
GARAN,1572862492681389512,A,1,7500,9.51,9.52,450310,64
GARAN,1572862492740609232,E,21,254171,9.5,9.52,450126,63
GARAN,1572862492741196184,A,22,240247,9.5,9.51,2011,1
GARAN,1572862492805284868,D,23,222480,9.5,9.52,450126,63
GARAN,1572862492869891798,A,1,5,9.51,9.52,453958,64
GARAN,1572862525103345738,E,22,196550,9.5,9.52,436726,59
GARAN,1572862525103345738,A,1,5,9.51,9.52,436726,59
GARAN,1572862525104034019,E,22,196550,9.5,9.52,436726,59
GARAN,1572862525104034019,A,22,196550,9.5,9.51,7495,1
GARAN,1572862528456279723,E,15,158643,9.5,9.52,432894,58
GARAN,1572862528456279723,A,1,13613,9.51,9.52,432894,58
GARAN,1572862528456531740,E,15,158643,9.5,9.52,432894,58
GARAN,1572862528456648460,A,15,158643,9.5,9.51,13613,1
GARAN,1572862530974228039,E,15,158643,9.5,9.52,433087,59
GARAN,1572862530974228039,A,1,17367,9.51,9.52,433087,59
