,0
matthews_corrcoef,0.09245742532889567
accuracy_score,0.3725321888412017
mutual_info_score,0.009012952602349772
adjusted_rand_score,0.010243649619297721
oddsratio,1.9650682358833105
p_value_fisher_exact,5.3672633980329376e-06
chi2,20.89281730603591
p_value_chi2,2.9052423499970795e-05
dof,2
pair,"('DOHOL', 'THYAO')"
