,date,DOHOL,THYAO
47,2020-01-03 10:15:57.089000070,-1.0,0.0
48,2020-01-03 10:16:12.352000060,1.0,1.0
49,2020-01-03 10:19:14.737000120,-1.0,-1.0
50,2020-01-03 10:30:19.281000110,1.0,1.0
51,2020-01-03 10:39:39.779000020,-1.0,1.0
52,2020-01-03 10:49:29.339000040,1.0,-1.0
53,2020-01-03 10:49:47.884000050,-1.0,1.0
54,2020-01-03 11:05:22.021000080,-1.0,-1.0
55,2020-01-03 11:10:18.181000040,-1.0,-1.0
56,2020-01-03 11:13:47.555000160,-1.0,1.0
57,2020-01-03 11:14:50.874000100,1.0,-1.0
58,2020-01-03 11:19:20.122000030,1.0,-1.0
59,2020-01-03 11:24:06.052000020,-1.0,1.0
60,2020-01-03 11:25:12.920000010,1.0,1.0
61,2020-01-03 11:36:18.231000090,-1.0,-1.0
62,2020-01-03 12:00:51.941000020,-1.0,0.0
63,2020-01-03 12:01:02.784000030,1.0,1.0
64,2020-01-03 12:02:17.784000020,-1.0,1.0
65,2020-01-03 12:07:38.371000030,-1.0,1.0
66,2020-01-03 12:10:59.391000110,-1.0,1.0
67,2020-01-03 12:18:35.229000030,1.0,0.0
68,2020-01-03 12:18:48.239000010,-1.0,0.0
69,2020-01-03 12:18:50.883000030,1.0,1.0
70,2020-01-03 12:30:58.173000030,1.0,1.0
71,2020-01-03 12:52:34.027000020,-1.0,-1.0
72,2020-01-03 12:59:25.766000020,1.0,1.0
73,2020-01-03 13:27:39.603000020,-1.0,-1.0
74,2020-01-03 13:52:46.448000140,-1.0,1.0
75,2020-01-03 13:54:21.565000130,1.0,1.0
76,2020-01-03 13:54:32.487000080,-1.0,-1.0
77,2020-01-03 13:57:13.780000010,1.0,-1.0
78,2020-01-03 13:58:06.712000040,-1.0,-1.0
79,2020-01-03 14:07:59.699000070,-1.0,-1.0
80,2020-01-03 14:15:45.434000070,-1.0,0.0
81,2020-01-03 14:16:00.728000110,1.0,-1.0
82,2020-01-03 14:23:17.551000140,-1.0,-1.0
83,2020-01-03 14:24:25.392000030,-1.0,1.0
84,2020-01-03 14:27:02.430000080,-1.0,-1.0
85,2020-01-03 14:27:17.440000020,1.0,-1.0
86,2020-01-03 14:36:23.437000090,1.0,1.0
87,2020-01-03 14:52:33.335000070,1.0,-1.0
88,2020-01-03 14:53:03.716000030,-1.0,1.0
89,2020-01-03 14:55:09.415000010,1.0,-1.0
90,2020-01-03 14:59:36.425000020,-1.0,-1.0
91,2020-01-03 15:06:58.931000040,-1.0,1.0
92,2020-01-03 15:07:32.535000070,1.0,-1.0
93,2020-01-03 15:09:30.047000030,-1.0,1.0
94,2020-01-03 15:12:45.142000010,1.0,1.0
95,2020-01-03 15:15:06.960000050,-1.0,1.0
96,2020-01-03 15:21:08.637000030,1.0,1.0
97,2020-01-03 15:29:24.749000050,1.0,0.0
98,2020-01-03 15:29:26.787000040,-1.0,-1.0
99,2020-01-03 15:29:51.461000030,1.0,1.0
100,2020-01-03 15:30:03.044000070,-1.0,0.0
101,2020-01-03 15:30:20.925000030,1.0,-1.0
102,2020-01-03 15:33:42.252000010,1.0,1.0
103,2020-01-03 15:43:16.321000020,-1.0,-1.0
104,2020-01-03 15:43:27.763000010,1.0,1.0
105,2020-01-03 16:08:02.284000030,1.0,-1.0
106,2020-01-03 16:14:46.839000010,-1.0,0.0
107,2020-01-03 16:14:52.622000050,1.0,-1.0
108,2020-01-03 16:16:47.291000040,-1.0,0.0
109,2020-01-03 16:16:47.401000010,1.0,0.0
110,2020-01-03 16:16:47.595000020,-1.0,0.0
111,2020-01-03 16:16:48.830000010,1.0,-1.0
112,2020-01-03 16:17:13.808000020,-1.0,0.0
113,2020-01-03 16:17:18.952000020,1.0,1.0
114,2020-01-03 16:21:57.027000010,-1.0,-1.0
115,2020-01-03 16:22:24.325000020,1.0,0.0
116,2020-01-03 16:22:24.425000000,-1.0,-1.0
117,2020-01-03 16:22:32.636000010,1.0,0.0
118,2020-01-03 16:22:33.715000000,-1.0,-1.0
119,2020-01-03 16:24:53.827000020,1.0,0.0
120,2020-01-03 16:24:54.134000020,-1.0,-1.0
121,2020-01-03 17:20:47.446000090,1.0,0.0
122,2020-01-03 17:21:03.391000010,-1.0,-1.0
123,2020-01-03 17:23:11.530000020,1.0,-1.0
124,2020-01-03 17:50:46.864000020,1.0,0.0
125,2020-01-03 17:50:48.688000010,1.0,0.0
126,2020-01-03 17:50:48.692000010,-1.0,0.0
127,2020-01-03 17:50:51.131000060,1.0,-1.0
128,2020-01-03 17:50:59.520000050,-1.0,1.0
129,2020-01-06 10:00:18.945000030,-1.0,-1.0
130,2020-01-06 10:03:22.795000110,1.0,1.0
131,2020-01-06 10:03:57.972000170,1.0,1.0
132,2020-01-06 10:18:12.039000020,-1.0,-1.0
133,2020-01-06 10:18:35.123000060,-1.0,1.0
134,2020-01-06 10:19:29.325000030,1.0,-1.0
135,2020-01-06 10:34:45.995000020,1.0,1.0
136,2020-01-06 10:41:39.926000010,1.0,1.0
137,2020-01-06 10:58:21.305000020,-1.0,1.0
138,2020-01-06 11:13:29.339000020,-1.0,-1.0
139,2020-01-06 11:14:27.537000010,1.0,1.0
140,2020-01-06 11:35:25.468000090,-1.0,-1.0
141,2020-01-06 11:35:50.364000110,1.0,1.0
142,2020-01-06 11:35:52.795000100,-1.0,0.0
143,2020-01-06 11:35:54.731000020,1.0,0.0
144,2020-01-06 11:36:15.801000010,-1.0,-1.0
145,2020-01-06 12:04:48.885000030,1.0,0.0
146,2020-01-06 12:04:51.717000100,-1.0,0.0
147,2020-01-06 12:04:57.885000010,1.0,0.0
148,2020-01-06 12:05:07.884000010,-1.0,-1.0
149,2020-01-06 12:24:07.165000020,1.0,0.0
150,2020-01-06 12:24:38.482000040,-1.0,0.0
151,2020-01-06 12:24:39.671000050,1.0,-1.0
152,2020-01-06 12:26:01.283000000,1.0,1.0
153,2020-01-06 12:26:24.594000040,-1.0,-1.0
154,2020-01-06 12:30:41.706000030,-1.0,-1.0
155,2020-01-06 12:40:58.923000010,1.0,-1.0
156,2020-01-06 17:02:14.776000060,-1.0,1.0
157,2020-01-07 10:00:08.249000090,-1.0,0.0
158,2020-01-07 10:00:10.094000170,1.0,1.0
159,2020-01-07 10:19:26.867000010,-1.0,-1.0
160,2020-01-07 10:22:27.960000020,1.0,1.0
161,2020-01-07 10:42:39.514000030,-1.0,-1.0
162,2020-01-07 11:34:58.562000030,-1.0,-1.0
163,2020-01-07 12:02:44.673000020,1.0,-1.0
164,2020-01-07 12:15:48.543000030,-1.0,0.0
165,2020-01-07 12:15:58.292000170,1.0,-1.0
166,2020-01-07 12:32:54.306000020,1.0,0.0
167,2020-01-07 12:33:40.796000020,1.0,-1.0
168,2020-01-07 12:34:10.781000080,-1.0,0.0
169,2020-01-07 12:34:12.787000020,1.0,1.0
170,2020-01-07 12:36:04.828000030,1.0,1.0
171,2020-01-07 12:36:24.995000010,-1.0,-1.0
172,2020-01-07 12:36:31.236000020,1.0,1.0
173,2020-01-07 12:41:33.418000050,1.0,0.0
174,2020-01-07 12:41:33.441000030,-1.0,0.0
175,2020-01-07 12:41:33.719000010,1.0,0.0
176,2020-01-07 12:41:34.224000020,-1.0,1.0
177,2020-01-07 12:44:30.517000020,1.0,0.0
178,2020-01-07 12:45:08.148000020,-1.0,0.0
179,2020-01-07 12:45:11.468000010,1.0,-1.0
180,2020-01-07 12:51:37.199000070,-1.0,-1.0
181,2020-01-07 12:57:03.781000020,1.0,0.0
182,2020-01-07 12:57:13.082000030,-1.0,0.0
183,2020-01-07 12:57:14.753000040,1.0,0.0
