date,DOHOL,THYAO
2020-01-29 14:55:56.253000010,-1,-1
2020-01-29 15:03:21.752000020,-1,0
2020-01-29 15:03:23.072000070,-1,0
2020-01-29 15:03:36.842000020,1,0
2020-01-29 15:03:37.149000020,-1,1
2020-01-29 17:37:29.982000030,-1,0
2020-01-29 17:37:30.326000030,-1,-1
2020-01-29 17:39:14.121000020,-1,0
2020-01-29 17:39:14.121000050,-1,1
2020-01-30 10:00:02.913000450,1,0
2020-01-30 10:00:02.914000020,1,1
2020-01-30 10:00:21.531000020,-1,0
2020-01-30 10:00:21.534000020,-1,0
2020-01-30 10:00:22.644000100,1,1
2020-01-30 10:00:30.042000050,-1,-1
2020-01-30 10:11:53.347000090,1,0
2020-01-30 10:11:53.446000010,-1,-1
2020-01-30 10:12:10.836000000,-1,0
2020-01-30 10:12:10.941000070,1,-1
2020-01-30 10:14:24.132000020,-1,0
2020-01-30 10:14:28.887000010,1,-1
2020-01-30 10:14:50.547000030,-1,1
2020-01-30 10:15:04.607000050,1,-1
2020-01-30 10:42:06.009000010,-1,-1
2020-01-30 11:09:35.577000020,-1,0
2020-01-30 11:09:35.577000050,-1,1
2020-01-30 11:13:36.657000100,1,0
2020-01-30 11:13:36.658000020,1,0
2020-01-30 11:13:37.166000050,-1,0
2020-01-30 11:13:37.167000020,-1,0
2020-01-30 11:13:58.185000010,1,-1
2020-01-30 11:27:29.755000040,1,0
2020-01-30 11:27:33.714000050,-1,1
2020-01-30 11:29:03.080000030,1,0
2020-01-30 11:29:03.687000050,-1,-1
2020-01-30 12:06:01.237000020,1,0
2020-01-30 12:06:02.133000010,-1,0
2020-01-30 12:06:02.235000020,1,0
2020-01-30 12:06:10.556000010,-1,0
2020-01-30 12:06:11.164000030,1,0
2020-01-30 12:06:11.266000010,-1,0
2020-01-30 12:06:19.565000000,-1,-1
2020-01-30 12:20:32.523000020,1,-1
2020-01-30 12:23:57.854000010,-1,0
2020-01-30 12:24:00.481000040,-1,1
2020-01-30 12:34:38.851000010,1,0
2020-01-30 12:34:39.054000010,-1,0
2020-01-30 12:34:43.204000020,1,0
2020-01-30 12:34:43.204000050,1,1
2020-01-30 12:52:42.677000040,1,0
2020-01-30 12:52:42.677000080,1,-1
2020-01-30 12:54:17.480000040,-1,-1
2020-01-30 14:07:18.608000070,-1,0
2020-01-30 14:07:25.187000000,-1,1
2020-01-30 14:37:08.430000060,-1,0
2020-01-30 14:37:08.431000030,-1,-1
2020-01-30 15:03:45.909000090,1,0
2020-01-30 15:03:46.115000020,-1,0
2020-01-30 15:03:46.216000010,1,0
2020-01-30 15:03:49.132000020,1,0
2020-01-30 15:03:49.537000020,-1,0
2020-01-30 15:03:49.638000020,1,0
2020-01-30 15:03:49.739000020,-1,0
2020-01-30 15:03:49.840000020,1,0
2020-01-30 15:03:49.850000020,-1,0
2020-01-30 15:03:50.042000010,1,1
2020-01-30 15:54:57.177000030,-1,-1
2020-01-30 15:57:28.630000020,1,0
2020-01-30 15:57:29.136000030,-1,0
2020-01-30 15:57:36.234000020,-1,1
2020-01-30 17:37:46.793000080,1,0
2020-01-30 17:37:47.214000040,-1,0
2020-01-30 17:37:47.316000020,1,0
2020-01-30 17:37:53.727000010,-1,0
2020-01-30 17:37:53.829000000,1,-1
2020-01-30 17:38:04.795000020,-1,0
2020-01-30 17:38:04.917000020,1,0
2020-01-30 17:38:04.917000050,1,0
2020-01-30 17:38:15.183000020,-1,0
2020-01-30 17:38:19.041000020,1,0
2020-01-30 17:38:28.052000010,-1,-1
2020-01-30 17:40:25.594000060,1,0
2020-01-30 17:40:39.976000010,-1,0
2020-01-30 17:40:46.580000000,-1,0
2020-01-30 17:40:51.632000010,1,-1
2020-01-30 17:41:27.414000020,-1,-1
2020-01-30 17:43:58.602000020,1,-1
2020-01-30 17:44:05.014000020,-1,0
2020-01-30 17:44:12.198000020,1,0
2020-01-30 17:44:12.198000050,1,1
2020-01-30 17:49:22.008000040,-1,1
2020-01-30 17:50:23.606000110,1,1
2020-01-31 10:02:43.796000060,1,0
2020-01-31 10:02:43.867000030,1,0
2020-01-31 10:02:48.020000010,-1,-1
2020-01-31 10:03:01.394000010,1,-1
2020-01-31 10:03:26.155000050,-1,-1
2020-01-31 11:15:14.713000050,-1,0
2020-01-31 11:15:14.744000020,-1,-1
2020-01-31 11:15:53.251000180,1,0
2020-01-31 11:15:53.351000010,-1,1
2020-01-31 11:16:08.677000010,-1,0
2020-01-31 11:16:11.997000020,1,1
2020-01-31 11:20:56.592000050,-1,0
2020-01-31 11:21:03.366000000,-1,0
2020-01-31 11:21:09.622000030,1,0
2020-01-31 11:21:18.719000010,1,1
2020-01-31 11:47:20.217000060,1,0
2020-01-31 11:47:22.945000010,1,-1
2020-01-31 11:50:56.574000010,-1,0
2020-01-31 11:50:56.777000020,1,0
2020-01-31 11:50:56.879000000,-1,0
2020-01-31 11:50:57.181000040,1,0
2020-01-31 11:50:57.990000000,-1,1
2020-01-31 11:51:27.025000130,1,1
2020-01-31 12:22:23.976000050,-1,0
2020-01-31 12:23:23.141000010,1,1
2020-01-31 12:23:35.700000030,-1,0
2020-01-31 12:24:05.034000000,1,1
2020-01-31 12:41:44.114000010,1,0
2020-01-31 12:41:57.830000000,1,0
2020-01-31 12:42:23.034000070,-1,0
2020-01-31 12:42:23.034000100,-1,-1
2020-01-31 12:47:55.525000010,1,0
2020-01-31 12:48:01.180000020,1,-1
2020-01-31 12:50:07.374000020,-1,0
2020-01-31 12:50:07.374000050,-1,1
2020-01-31 13:30:17.901000040,-1,1
2020-01-31 13:30:56.882000010,1,-1
2020-01-31 13:32:47.239000020,-1,1
2020-01-31 13:35:17.528000010,1,1
2020-01-31 14:06:03.087000010,1,0
2020-01-31 14:06:06.108000000,1,0
2020-01-31 14:06:50.669000040,-1,0
2020-01-31 14:07:16.734000020,1,0
2020-01-31 14:07:17.541000020,-1,-1
2020-01-31 14:10:49.571000050,1,0
2020-01-31 14:10:49.664000030,-1,-1
2020-01-31 17:36:44.071000050,-1,-1
2020-01-31 17:36:55.126000090,1,1
