date,DOHOL,THYAO
2020-01-14 14:38:41.315000020,1,0
2020-01-14 14:38:42.524000050,-1,1
2020-01-14 14:57:57.312000170,-1,1
2020-01-14 15:23:57.990000050,-1,1
2020-01-14 15:43:22.803000010,-1,-1
2020-01-14 15:51:20.385000020,1,0
2020-01-14 15:51:20.385000050,1,1
2020-01-14 17:34:47.841000010,-1,0
2020-01-14 17:34:47.841000040,-1,1
2020-01-15 10:00:29.183000040,1,0
2020-01-15 10:00:29.183000080,1,1
2020-01-15 10:00:29.990000210,-1,1
2020-01-15 10:03:24.105000190,1,1
2020-01-15 10:03:48.633000160,1,0
2020-01-15 10:03:48.634000030,1,0
2020-01-15 10:03:49.656000020,-1,1
2020-01-15 10:23:07.974000070,-1,0
2020-01-15 10:23:07.974000110,-1,-1
2020-01-15 11:15:17.994000010,-1,0
2020-01-15 11:15:17.994000040,-1,1
2020-01-15 11:22:07.777000060,-1,0
2020-01-15 11:22:07.796000020,-1,0
2020-01-15 11:22:26.733000320,1,0
2020-01-15 11:22:26.734000020,1,1
2020-01-15 11:31:03.650000010,-1,0
2020-01-15 11:31:03.650000040,-1,0
2020-01-15 11:31:03.956000090,1,0
2020-01-15 11:31:11.305000020,-1,0
2020-01-15 11:31:11.716000520,1,1
2020-01-15 11:33:28.066000120,-1,-1
2020-01-15 11:34:18.511000100,1,-1
2020-01-15 11:34:58.092000050,-1,-1
2020-01-15 11:38:29.648000020,-1,0
2020-01-15 11:38:29.648000060,-1,-1
2020-01-15 11:38:39.445000100,1,-1
2020-01-15 12:02:25.307000020,1,-1
2020-01-15 12:15:41.053000010,-1,0
2020-01-15 12:15:41.154000010,1,-1
2020-01-15 12:16:47.707000040,-1,1
2020-01-15 12:20:19.683000010,1,1
2020-01-15 12:42:18.928000020,-1,1
2020-01-15 12:57:04.883000010,1,-1
2020-01-15 13:23:05.470000010,-1,-1
2020-01-15 14:06:00.876000010,1,-1
2020-01-15 15:19:47.222000010,1,0
2020-01-15 15:19:47.294000020,1,-1
2020-01-15 16:09:30.209000040,1,0
2020-01-15 16:09:30.209000070,1,0
2020-01-15 16:09:47.972000010,-1,-1
2020-01-15 16:27:07.193000020,-1,1
2020-01-15 16:27:07.340000260,1,0
2020-01-15 16:27:09.214000010,-1,1
2020-01-15 16:36:05.380000050,-1,-1
2020-01-15 16:41:43.695000040,1,0
2020-01-15 16:41:43.704000020,1,1
2020-01-15 16:49:06.893000050,-1,1
2020-01-15 17:20:09.553000040,1,1
2020-01-15 17:21:09.465000010,-1,0
2020-01-15 17:21:58.631000020,1,0
2020-01-15 17:21:59.745000020,-1,0
2020-01-15 17:22:09.070000010,1,0
2020-01-15 17:22:09.070000040,1,0
2020-01-15 17:23:21.239000040,-1,-1
2020-01-15 17:23:24.178000020,1,-1
2020-01-15 17:24:41.115000020,-1,0
2020-01-15 17:24:41.115000050,-1,-1
2020-01-15 17:32:48.860000060,1,0
2020-01-15 17:32:48.860000090,1,0
2020-01-15 17:32:54.335000030,-1,-1
2020-01-15 17:37:39.306000010,1,0
2020-01-15 17:37:40.018000090,-1,1
2020-01-15 17:40:20.847000040,1,-1
2020-01-15 17:41:49.658000160,-1,0
2020-01-15 17:41:50.885000010,1,0
2020-01-15 17:41:51.090000060,-1,0
2020-01-15 17:42:00.837000020,1,0
2020-01-15 17:42:01.753000050,-1,1
2020-01-15 17:43:41.440000020,1,1
2020-01-15 17:43:44.414000220,-1,-1
2020-01-15 17:43:59.025000020,1,0
2020-01-15 17:43:59.026000020,1,-1
2020-01-15 17:44:59.535000010,-1,0
2020-01-15 17:45:21.969000000,-1,-1
2020-01-15 17:46:48.285000060,1,1
2020-01-15 17:47:04.519000050,-1,1
2020-01-16 10:00:03.589000450,1,0
2020-01-16 10:00:03.589000480,1,1
2020-01-16 10:01:23.512000080,-1,-1
2020-01-16 10:01:32.349000300,1,0
2020-01-16 10:01:45.755000030,-1,-1
2020-01-16 10:10:50.348000050,1,-1
2020-01-16 10:26:38.324000030,1,0
2020-01-16 10:26:38.324000060,1,-1
2020-01-16 10:32:10.412000010,-1,-1
2020-01-16 10:33:42.103000030,1,-1
2020-01-16 10:34:10.476000090,-1,0
2020-01-16 10:34:17.578000060,1,1
2020-01-16 10:59:52.287000010,-1,0
2020-01-16 11:00:01.111000080,1,1
2020-01-16 11:37:47.944000110,-1,1
2020-01-16 12:41:48.685000140,-1,1
2020-01-16 13:04:28.575000010,1,1
2020-01-16 14:03:22.256000010,-1,-1
2020-01-16 14:05:25.765000040,1,1
2020-01-16 14:18:55.877000030,-1,0
2020-01-16 14:18:55.877000060,-1,1
2020-01-16 15:38:44.098000110,-1,1
2020-01-16 15:39:48.618000060,1,0
2020-01-16 15:40:08.601000070,-1,0
2020-01-16 15:40:08.601000100,-1,-1
2020-01-16 15:44:28.119000010,1,1
2020-01-16 15:45:11.387000020,-1,0
2020-01-16 15:45:11.387000050,-1,-1
2020-01-16 15:50:31.677000270,1,1
2020-01-16 15:51:13.115000190,-1,1
2020-01-16 16:31:10.209000060,-1,0
2020-01-16 16:31:10.210000030,-1,-1
2020-01-16 16:35:11.249000180,-1,0
2020-01-16 16:35:11.249000210,-1,1
2020-01-16 16:35:38.013000020,1,1
2020-01-16 17:12:42.487000010,-1,0
2020-01-16 17:12:42.489000020,-1,-1
2020-01-16 17:20:21.097000080,-1,0
2020-01-16 17:20:21.097000120,-1,-1
2020-01-16 17:22:59.381000060,-1,0
2020-01-16 17:22:59.382000030,-1,-1
2020-01-16 17:25:43.186000100,1,1
2020-01-16 17:25:50.180000150,-1,0
2020-01-16 17:25:50.180000180,-1,0
2020-01-16 17:25:50.679000020,1,0
2020-01-16 17:25:50.898000010,-1,-1
2020-01-16 17:25:55.017000190,1,0
2020-01-16 17:25:55.532000130,-1,-1
2020-01-16 17:27:44.882000240,1,1
2020-01-16 17:28:39.798000040,-1,0
2020-01-16 17:28:40.718000090,1,0
2020-01-16 17:28:52.658000090,-1,0
2020-01-16 17:28:52.745000010,1,1
2020-01-16 17:40:01.069000030,1,0
2020-01-16 17:40:01.170000020,1,-1
2020-01-16 17:40:21.765000020,-1,-1
2020-01-17 10:11:51.113000040,-1,1
2020-01-17 10:36:13.362000050,-1,-1
2020-01-17 10:43:35.544000030,-1,0
2020-01-17 10:44:24.921000080,1,1
2020-01-17 11:40:24.915000010,1,0
2020-01-17 11:40:24.915000040,1,1
2020-01-17 11:40:51.263000040,-1,-1
2020-01-17 12:45:34.332000010,-1,1
2020-01-17 12:53:23.430000050,1,1
2020-01-17 13:06:05.785000010,-1,0
2020-01-17 13:07:06.449000020,1,1
2020-01-17 16:14:23.923000110,-1,0
2020-01-17 16:14:23.923000150,-1,-1
2020-01-17 16:15:15.242000020,1,0
2020-01-17 16:15:15.242000050,1,1
2020-01-17 16:15:30.548000010,-1,0
2020-01-17 16:16:13.927000210,1,0
2020-01-17 16:16:13.927000240,1,0
2020-01-17 16:16:20.106000020,-1,0
2020-01-17 16:16:47.104000010,1,0
2020-01-17 16:16:50.259000040,-1,-1
2020-01-17 16:19:25.254000010,1,0
2020-01-17 16:19:37.082000040,-1,-1
2020-01-17 16:44:51.217000020,1,0
2020-01-17 16:45:28.038000010,-1,0
2020-01-17 16:45:28.038000040,-1,0
2020-01-17 16:46:14.917000010,1,-1
2020-01-17 17:14:11.568000010,1,1
2020-01-17 17:15:44.772000010,-1,1
2020-01-17 17:19:18.350000030,1,0
2020-01-17 17:19:18.350000060,1,0
2020-01-17 17:19:24.913000050,-1,1
2020-01-17 17:25:07.305000010,1,-1
2020-01-17 17:30:53.252000030,-1,1
2020-01-20 10:14:46.270000050,1,0
2020-01-20 10:14:46.270000080,1,-1
2020-01-20 10:15:57.319000090,-1,-1
2020-01-20 10:17:50.088000020,1,-1
2020-01-20 10:18:07.816000040,-1,-1
2020-01-20 10:21:47.137000020,1,-1
2020-01-20 10:26:09.485000050,-1,-1
2020-01-20 10:29:03.205000010,1,0
2020-01-20 10:29:16.082000010,-1,1
2020-01-20 10:36:46.035000090,1,0
2020-01-20 10:37:10.063000080,-1,1
2020-01-20 10:44:39.628000010,1,0
2020-01-20 10:44:48.089000010,-1,1
2020-01-20 10:46:03.521000010,1,1
2020-01-20 10:54:01.291000030,-1,-1
2020-01-20 11:16:17.115000010,-1,1
2020-01-20 11:31:54.435000030,1,1
2020-01-20 11:48:12.330000070,1,0
2020-01-20 11:48:22.755000050,-1,0
2020-01-20 11:48:26.406000020,1,0
2020-01-20 11:48:26.406000050,1,-1
2020-01-20 11:50:45.556000020,1,0
2020-01-20 11:50:45.556000050,1,0
2020-01-20 11:50:48.259000010,-1,0
2020-01-20 11:51:38.608000010,1,0
2020-01-20 11:51:40.973000040,-1,1
2020-01-20 12:28:01.402000020,-1,0
2020-01-20 12:28:01.429000020,-1,1
2020-01-20 12:32:29.536000020,1,0
2020-01-20 12:32:29.536000050,1,-1
2020-01-20 15:34:22.655000020,-1,1
2020-01-21 10:15:09.864000010,1,0
2020-01-21 10:15:09.864000040,1,-1
2020-01-21 10:15:20.754000060,-1,1
2020-01-21 10:19:21.536000110,1,1
2020-01-21 10:26:35.312000010,-1,-1
2020-01-21 10:39:53.285000020,1,1
2020-01-21 11:02:04.252000040,-1,1
2020-01-21 11:03:08.424000030,1,1
2020-01-21 11:03:11.358000010,-1,0
2020-01-21 11:03:14.493000010,1,1
2020-01-21 12:03:44.424000020,-1,-1
2020-01-21 12:13:01.211000140,1,1
2020-01-21 12:57:07.003000030,1,0
2020-01-21 12:57:07.004000020,1,0
2020-01-21 12:57:55.423000020,1,0
2020-01-21 12:59:07.828000050,1,0
2020-01-21 12:59:07.873000020,1,0
2020-01-21 13:03:20.617000010,-1,0
2020-01-21 13:03:55.827000030,1,-1
2020-01-21 13:09:10.671000010,-1,-1
2020-01-21 13:12:47.525000030,1,1
2020-01-21 13:12:53.984000010,-1,-1
2020-01-21 13:13:20.169000040,1,0
2020-01-21 13:13:42.032000020,-1,0
2020-01-21 13:14:46.580000010,1,0
2020-01-21 13:15:46.051000010,-1,1
2020-01-21 13:26:39.074000030,1,1
2020-01-21 13:39:33.739000030,1,0
2020-01-21 13:39:49.808000030,-1,-1
2020-01-21 14:27:59.487000010,-1,-1
2020-01-21 14:37:14.562000020,1,1
2020-01-21 14:39:43.163000050,-1,0
2020-01-21 14:39:51.345000100,1,1
2020-01-21 14:53:01.129000020,-1,-1
2020-01-21 14:53:37.378000010,1,1
2020-01-21 15:05:29.055000010,1,0
2020-01-21 15:05:29.057000020,1,0
2020-01-21 15:06:22.480000010,-1,0
2020-01-21 15:06:22.481000020,-1,0
2020-01-21 15:06:26.647000040,1,-1
2020-01-21 15:11:38.171000060,1,0
2020-01-21 15:11:38.243000020,1,0
2020-01-21 15:11:39.933000010,-1,1
2020-01-21 15:50:01.858000030,-1,0
2020-01-21 15:50:50.173000010,1,0
2020-01-21 15:51:13.548000010,-1,0
2020-01-21 15:51:13.570000100,1,-1
2020-01-22 10:14:57.367000020,-1,0
2020-01-22 10:14:57.367000050,-1,1
2020-01-22 10:16:17.188000010,1,1
2020-01-22 10:16:31.672000020,-1,-1
2020-01-22 10:16:38.242000030,1,1
2020-01-22 10:30:41.348000110,-1,-1
2020-01-22 10:58:45.935000010,-1,0
2020-01-22 10:58:45.935000060,-1,1
2020-01-22 10:59:54.482000020,1,0
2020-01-22 11:00:15.759000020,-1,0
2020-01-22 11:00:19.614000040,1,-1
2020-01-22 11:02:15.376000090,-1,1
2020-01-22 11:03:13.517000090,1,-1
2020-01-22 11:06:17.701000060,-1,1
2020-01-22 11:38:18.245000050,-1,0
2020-01-22 11:38:18.245000090,-1,-1
2020-01-22 11:39:14.342000210,1,1
2020-01-22 12:02:02.802000050,-1,1
2020-01-22 12:02:17.292000030,1,1
2020-01-22 12:02:38.499000090,-1,1
2020-01-22 12:03:02.623000010,1,-1
2020-01-22 12:05:00.650000010,-1,-1
2020-01-22 12:07:34.116000030,1,1
2020-01-22 16:30:40.591000010,-1,1
2020-01-22 16:32:08.165000030,1,1
2020-01-22 16:46:41.631000040,-1,1
2020-01-22 16:47:04.439000020,1,0
2020-01-22 16:47:10.031000040,-1,1
2020-01-22 17:03:03.793000010,1,1
2020-01-22 17:05:39.818000060,-1,0
2020-01-22 17:05:45.669000010,1,1
2020-01-22 17:25:26.427000040,1,0
2020-01-22 17:25:26.430000020,1,-1
2020-01-22 17:25:32.618000020,-1,1
2020-01-22 17:25:35.751000060,1,-1
2020-01-22 17:31:28.458000020,-1,1
2020-01-22 17:32:18.634000040,1,-1
2020-01-22 17:55:16.448000130,-1,-1
2020-01-22 17:55:26.775000040,1,0
2020-01-22 17:55:32.498000040,-1,-1
2020-01-23 10:16:41.223000010,1,0
2020-01-23 10:16:43.454000100,1,-1
2020-01-23 10:55:25.013000010,-1,-1
2020-01-23 11:00:33.342000050,-1,0
2020-01-23 11:00:33.440000040,-1,1
2020-01-23 11:00:48.414000050,1,0
2020-01-23 11:00:48.415000020,1,1
2020-01-23 11:07:25.615000010,1,0
2020-01-23 11:07:25.617000020,1,-1
2020-01-23 11:38:16.489000070,-1,0
2020-01-23 11:38:16.489000100,-1,0
2020-01-23 11:38:17.403000030,1,-1
2020-01-23 11:38:26.830000010,-1,-1
2020-01-23 11:38:31.993000050,1,0
2020-01-23 11:38:39.109000030,-1,-1
2020-01-23 11:38:56.717000010,-1,-1
2020-01-23 11:39:00.498000170,1,1
2020-01-23 11:39:17.277000040,1,1
2020-01-23 14:08:46.500000010,1,0
2020-01-23 14:08:46.501000030,1,-1
2020-01-23 14:12:30.258000040,-1,0
2020-01-23 14:12:30.258000070,-1,0
2020-01-23 14:12:39.147000040,1,-1
2020-01-23 14:29:44.075000020,-1,1
2020-01-23 15:24:08.028000070,1,-1
2020-01-23 15:26:46.974000010,-1,1
2020-01-23 15:27:00.430000020,1,-1
2020-01-23 15:30:30.687000010,-1,0
2020-01-23 15:30:41.112000010,1,-1
2020-01-23 15:31:07.364000030,-1,1
2020-01-23 15:32:08.001000150,1,1
2020-01-23 15:37:15.567000030,1,0
2020-01-23 15:37:26.597000080,-1,0
2020-01-23 15:37:30.842000030,1,0
2020-01-23 15:38:29.479000010,1,1
2020-01-23 15:38:47.862000020,-1,0
2020-01-23 15:38:54.614000010,1,-1
2020-01-23 15:39:25.678000030,-1,0
2020-01-23 15:39:25.763000020,-1,-1
2020-01-23 15:49:13.210000090,-1,-1
2020-01-23 16:05:16.390000050,-1,0
2020-01-23 16:05:16.443000020,-1,-1
2020-01-23 16:08:02.410000070,-1,0
2020-01-23 16:08:02.410000100,-1,-1
2020-01-23 16:09:08.217000160,1,0
2020-01-23 16:09:08.314000070,-1,0
2020-01-23 16:09:08.321000020,-1,0
2020-01-23 16:09:12.628000030,1,1
2020-01-24 10:08:06.183000120,-1,0
2020-01-24 10:08:10.148000000,-1,-1
2020-01-24 10:29:10.557000010,-1,0
2020-01-24 10:29:10.572000030,-1,0
2020-01-24 10:30:02.784000020,1,-1
2020-01-24 10:45:05.526000010,-1,-1
2020-01-24 10:45:11.402000030,1,-1
2020-01-24 10:49:12.557000050,-1,-1
2020-01-24 10:51:58.566000010,1,1
2020-01-24 11:09:25.482000120,-1,0
2020-01-24 11:09:32.924000080,-1,0
2020-01-24 11:09:33.464000080,1,-1
2020-01-24 11:10:50.776000010,-1,0
2020-01-24 11:10:56.453000040,1,1
2020-01-24 11:16:38.472000020,-1,0
2020-01-24 11:16:38.671000060,1,0
2020-01-24 11:16:58.392000030,1,-1
2020-01-24 11:19:04.961000110,-1,0
2020-01-24 11:19:06.901000150,-1,-1
2020-01-24 11:20:29.056000030,1,0
2020-01-24 11:20:29.664000020,-1,0
2020-01-24 11:20:34.936000010,1,0
2020-01-24 11:20:37.280000080,-1,0
2020-01-24 11:20:40.594000240,1,-1
2020-01-24 11:20:56.813000010,-1,-1
2020-01-24 11:34:39.040000020,-1,0
2020-01-24 11:34:39.040000060,-1,-1
2020-01-24 11:39:55.062000020,1,0
2020-01-24 11:39:55.068000020,1,1
2020-01-24 12:05:42.231000010,-1,1
2020-01-24 12:50:45.205000010,-1,0
2020-01-24 12:50:45.206000020,-1,1
2020-01-24 12:54:03.289000030,1,0
2020-01-24 12:54:03.289000060,1,1
2020-01-24 12:56:51.979000100,1,1
2020-01-24 13:02:22.471000090,-1,1
2020-01-24 13:06:44.892000030,1,1
2020-01-24 13:09:18.171000060,1,0
2020-01-24 13:09:18.171000090,1,-1
2020-01-24 13:11:30.017000040,-1,0
2020-01-24 13:11:54.786000030,1,-1
2020-01-24 14:07:11.242000010,-1,0
2020-01-24 14:07:15.704000080,1,-1
2020-01-24 14:52:30.167000060,-1,1
2020-01-24 14:53:32.502000010,1,-1
2020-01-24 14:57:23.261000010,-1,-1
2020-01-24 15:23:54.104000030,-1,1
2020-01-24 15:26:25.619000110,-1,0
2020-01-24 15:26:56.568000080,1,-1
2020-01-24 16:12:30.192000020,1,-1
2020-01-24 16:38:37.739000010,-1,0
2020-01-24 16:38:59.364000050,1,0
2020-01-24 16:39:00.899000000,1,1
2020-01-24 17:06:59.617000010,1,-1
2020-01-24 17:18:13.829000060,1,1
2020-01-24 17:19:30.446000010,1,0
2020-01-24 17:19:30.536000000,1,0
2020-01-24 17:19:30.651000070,-1,0
2020-01-24 17:19:30.651000100,-1,0
2020-01-24 17:19:30.748000010,1,0
2020-01-24 17:19:32.280000330,-1,0
2020-01-24 17:19:38.264000010,1,0
2020-01-24 17:19:39.383000000,1,0
2020-01-24 17:19:41.212000110,-1,0
2020-01-24 17:19:52.592000010,1,1
2020-01-24 17:21:29.007000340,-1,-1
2020-01-24 17:24:31.182000010,1,0
2020-01-24 17:25:22.503000020,1,0
2020-01-24 17:25:22.504000030,1,1
2020-01-24 17:25:30.123000160,1,0
2020-01-24 17:25:30.124000020,1,0
2020-01-24 17:25:32.866000010,-1,1
2020-01-24 17:27:28.156000050,1,0
2020-01-24 17:27:28.362000060,-1,1
2020-01-24 17:40:55.605000180,1,-1
2020-01-24 17:44:27.282000040,1,-1
2020-01-24 17:46:34.748000030,1,0
2020-01-24 17:46:34.749000020,1,1
2020-01-24 17:53:54.485000090,-1,1
2020-01-24 17:56:55.288000100,1,0
2020-01-24 17:56:57.333000000,-1,0
2020-01-24 17:56:57.434000040,1,0
2020-01-24 17:56:57.434000070,1,-1
2020-01-24 17:57:50.107000070,-1,0
2020-01-24 17:57:53.605000030,1,1
2020-01-27 10:00:10.230000210,1,0
2020-01-27 10:00:10.230000250,1,0
2020-01-27 10:00:11.150000090,-1,0
2020-01-27 10:00:12.775000000,1,0
2020-01-27 10:00:13.083000330,-1,0
2020-01-27 10:00:14.699000010,1,1
2020-01-27 10:00:36.789000030,1,1
2020-01-27 10:03:38.394000240,1,1
2020-01-27 10:11:55.204000100,1,0
2020-01-27 10:11:55.204000140,1,1
2020-01-27 10:14:14.013000070,1,0
2020-01-27 10:14:14.013000100,1,1
2020-01-27 10:15:08.840000050,1,0
2020-01-27 10:15:08.841000040,1,0
2020-01-27 10:15:10.156000010,-1,0
2020-01-27 10:15:12.586000220,1,-1
2020-01-27 10:16:38.392000010,1,0
2020-01-27 10:16:38.392000040,1,0
2020-01-27 10:16:39.708000020,-1,0
2020-01-27 10:16:39.708000050,-1,0
2020-01-27 10:16:41.026000120,1,0
2020-01-27 10:16:48.514000010,-1,0
2020-01-27 10:16:48.514000040,-1,-1
2020-01-27 10:17:02.582000060,1,0
2020-01-27 10:17:03.190000010,-1,-1
2020-01-27 10:27:09.937000070,-1,0
2020-01-27 10:27:09.937000100,-1,1
2020-01-27 10:50:59.578000010,1,0
2020-01-27 10:50:59.578000040,1,1
2020-01-27 11:11:13.735000020,-1,1
2020-01-27 11:39:52.707000050,-1,1
2020-01-27 11:58:14.955000010,1,-1
2020-01-27 12:01:27.480000010,-1,-1
2020-01-27 12:59:12.326000010,1,-1
2020-01-27 13:41:45.503000020,-1,0
2020-01-27 13:42:10.982000030,1,0
2020-01-27 13:42:21.590000010,-1,-1
2020-01-27 13:57:19.932000040,1,0
2020-01-27 13:58:43.181000010,-1,0
2020-01-27 13:58:47.206000030,1,0
2020-01-27 13:58:55.313000010,1,0
2020-01-27 13:59:31.037000050,-1,0
2020-01-27 13:59:36.085000010,1,0
2020-01-27 13:59:43.665000000,1,1
2020-01-27 15:07:18.627000040,1,0
2020-01-27 15:08:47.321000010,1,1
2020-01-27 15:09:10.468000030,1,-1
2020-01-27 15:09:16.728000010,-1,1
2020-01-27 15:25:59.567000020,-1,-1
2020-01-27 15:41:56.400000040,-1,-1
2020-01-27 16:00:38.185000040,1,0
2020-01-27 16:00:38.201000020,1,1
2020-01-27 16:44:01.453000010,-1,-1
2020-01-27 16:54:40.698000030,1,-1
2020-01-27 17:02:39.059000050,-1,-1
2020-01-27 17:06:28.479000070,-1,-1
2020-01-27 17:16:23.972000020,-1,1
2020-01-27 17:21:15.805000010,-1,1
2020-01-27 17:21:23.251000000,1,0
2020-01-27 17:21:27.330000040,-1,1
2020-01-27 17:26:45.781000010,1,-1
2020-01-27 17:28:27.692000040,-1,0
2020-01-27 17:28:36.634000020,1,0
2020-01-27 17:28:37.551000010,-1,-1
2020-01-27 17:28:52.756000100,1,1
2020-01-27 17:28:53.164000070,1,-1
2020-01-27 17:41:39.306000040,1,0
2020-01-27 17:41:40.427000050,-1,0
2020-01-27 17:41:40.941000070,1,0
2020-01-27 17:41:42.466000230,-1,1
2020-01-27 17:44:35.919000030,1,0
2020-01-27 17:44:35.919000060,1,0
2020-01-27 17:44:37.458000030,-1,1
2020-01-27 17:45:09.416000000,1,0
2020-01-27 17:45:10.633000070,-1,0
2020-01-27 17:45:11.041000000,1,-1
2020-01-27 17:45:42.799000010,-1,-1
2020-01-27 17:57:20.159000050,-1,0
2020-01-27 17:57:20.214000020,-1,-1
2020-01-28 10:00:04.886000420,1,-1
2020-01-28 10:00:05.605000120,-1,0
2020-01-28 10:00:06.744000140,1,1
2020-01-28 10:00:09.229000100,-1,-1
2020-01-28 10:00:21.355000110,-1,0
2020-01-28 10:00:29.091000030,1,0
2020-01-28 10:00:29.806000000,-1,1
2020-01-28 10:01:37.573000020,-1,0
2020-01-28 10:01:37.573000070,-1,-1
2020-01-28 10:05:32.190000010,1,-1
2020-01-28 10:12:14.556000120,-1,1
2020-01-28 10:39:46.227000030,-1,0
2020-01-28 10:39:46.227000060,-1,-1
2020-01-28 10:46:03.648000020,1,1
2020-01-28 11:02:42.044000010,-1,-1
2020-01-28 11:05:14.652000180,-1,0
2020-01-28 11:05:14.652000220,-1,-1
2020-01-28 11:09:15.137000020,1,0
2020-01-28 11:09:15.138000020,1,-1
2020-01-28 11:09:18.283000010,-1,0
2020-01-28 11:09:19.298000100,1,0
2020-01-28 11:09:21.629000070,1,-1
2020-01-28 11:16:06.228000060,-1,1
2020-01-28 11:21:03.955000010,1,-1
2020-01-28 11:21:08.353000180,-1,-1
2020-01-28 11:23:17.616000040,-1,0
2020-01-28 11:23:17.616000070,-1,1
2020-01-28 11:23:27.434000050,1,0
2020-01-28 11:23:30.804000020,-1,0
2020-01-28 11:23:34.061000000,1,-1
2020-01-28 11:24:40.708000080,-1,0
2020-01-28 11:24:40.708000110,-1,-1
2020-01-28 11:34:51.590000130,1,-1
2020-01-28 11:37:50.855000020,-1,0
2020-01-28 11:37:50.939000010,1,0
2020-01-28 11:37:51.059000090,1,1
2020-01-28 11:46:46.046000020,1,0
2020-01-28 11:46:55.639000080,1,1
2020-01-28 11:49:10.873000050,-1,0
2020-01-28 11:49:12.290000010,1,1
2020-01-28 11:51:22.555000060,1,-1
2020-01-28 11:52:23.383000010,1,0
2020-01-28 11:52:23.438000030,1,0
2020-01-28 11:52:24.396000050,-1,0
2020-01-28 11:52:24.523000010,1,0
2020-01-28 11:52:25.657000000,1,0
2020-01-28 11:53:44.325000010,1,0
2020-01-28 11:53:44.326000020,1,0
2020-01-28 11:53:51.089000040,-1,-1
2020-01-28 12:01:21.057000370,-1,-1
2020-01-28 12:02:15.419000060,1,1
2020-01-28 12:03:48.505000020,-1,-1
2020-01-28 12:04:07.810000020,1,1
2020-01-28 12:04:42.299000090,-1,-1
2020-01-28 12:04:55.234000030,1,0
2020-01-28 12:04:59.279000070,-1,0
2020-01-28 12:04:59.999000060,1,0
2020-01-28 12:05:14.972000100,-1,1
2020-01-28 12:06:57.107000020,1,-1
2020-01-28 14:05:03.482000010,-1,1
2020-01-28 14:30:51.555000020,1,1
2020-01-28 14:35:30.928000010,-1,0
2020-01-28 14:35:43.085000010,1,1
2020-01-28 14:42:02.465000080,1,0
2020-01-28 14:42:02.465000110,1,1
2020-01-28 14:43:03.166000060,1,-1
2020-01-28 14:43:05.685000000,1,1
2020-01-28 15:59:42.337000020,-1,0
2020-01-28 15:59:42.338000020,-1,1
2020-01-28 16:26:39.952000030,-1,-1
2020-01-28 16:27:02.503000010,1,1
2020-01-28 16:28:01.989000010,-1,0
2020-01-28 16:28:08.263000010,1,0
2020-01-28 16:28:09.379000020,-1,0
2020-01-28 16:28:13.318000010,1,0
2020-01-28 16:28:39.084000110,-1,0
2020-01-28 16:29:23.143000200,1,0
2020-01-28 16:29:26.384000020,-1,0
2020-01-28 16:29:29.135000050,-1,-1
2020-01-28 16:29:52.808000240,1,-1
2020-01-28 16:30:57.246000000,1,-1
2020-01-28 16:35:27.381000020,-1,1
2020-01-28 16:52:02.449000020,-1,0
2020-01-28 16:52:02.449000050,-1,1
2020-01-28 17:36:55.591000030,-1,0
2020-01-28 17:36:55.591000060,-1,-1
2020-01-28 17:37:53.526000050,1,-1
2020-01-28 17:37:57.484000000,1,0
2020-01-28 17:38:10.446000010,-1,0
2020-01-28 17:38:10.446000040,-1,-1
2020-01-28 17:54:19.321000090,1,1
2020-01-28 17:54:50.192000070,-1,-1
2020-01-28 17:57:26.234000090,1,0
2020-01-28 17:57:28.148000000,-1,1
2020-01-28 18:05:22.534000690,-1,1
2020-01-29 10:06:10.371000170,-1,-1
2020-01-29 11:12:40.711000110,1,0
2020-01-29 11:12:41.316000000,1,0
2020-01-29 11:12:45.156000020,-1,0
2020-01-29 11:12:56.997000040,1,0
2020-01-29 11:12:59.728000010,1,0
2020-01-29 11:13:02.058000010,-1,0
2020-01-29 11:13:03.980000130,1,0
2020-01-29 11:13:03.982000020,1,-1
2020-01-29 11:13:11.253000010,-1,1
2020-01-29 11:29:35.410000010,1,0
2020-01-29 11:30:41.647000020,-1,-1
2020-01-29 11:30:57.479000060,1,0
2020-01-29 11:31:04.690000020,-1,0
2020-01-29 11:31:08.937000010,1,0
2020-01-29 11:31:08.951000020,1,0
2020-01-29 11:31:12.707000090,-1,-1
2020-01-29 11:31:28.152000020,1,-1
2020-01-29 11:39:34.738000010,1,0
2020-01-29 11:39:44.106000040,-1,-1
2020-01-29 11:41:06.697000030,1,0
2020-01-29 11:41:07.870000100,-1,1
2020-01-29 11:51:34.867000080,1,-1
2020-01-29 11:51:53.532000000,-1,0
2020-01-29 11:52:06.106000020,1,0
2020-01-29 11:52:19.552000000,1,0
2020-01-29 11:52:25.646000030,-1,0
2020-01-29 11:53:16.700000010,1,0
2020-01-29 11:53:19.730000000,-1,1
2020-01-29 12:14:30.179000010,1,0
2020-01-29 12:14:34.623000030,-1,-1
2020-01-29 12:52:42.015000010,1,0
2020-01-29 12:52:42.319000050,-1,0
2020-01-29 12:52:42.320000020,-1,0
2020-01-29 12:53:06.435000030,1,0
2020-01-29 12:53:10.816000020,-1,-1
2020-01-29 13:01:45.034000010,-1,0
2020-01-29 13:01:45.034000060,-1,-1
2020-01-29 13:10:02.893000050,1,0
2020-01-29 13:10:02.894000020,1,1
2020-01-29 14:35:23.205000050,-1,0
2020-01-29 14:35:25.844000040,1,-1
