symbol_pvc,p_value_chi2,symbol_pvfe,p_value_fisher_exact,symbol_as,accuracy_score,symbol_ars,adjusted_rand_score,symbol_mc,matthews_corrcoef,symbol_mis,mutual_info_score
"('HALKB', 'KOZAA')",5.703458801802479e-23,"('THYAO', 'KRDMD')",1.2276879400740099e-23,"('SISE', 'KCHOL')",0.139597449182941,"('VAKBN', 'KRDMD')",0.001393496235731,"('TKFEN', 'GARAN')",0.041709490398455,"('ARCLK', 'EREGL')",0.0031437453504890005
"('BIMAS', 'KOZAA')",7.36650501613304e-23,"('FROTO', 'AKBNK')",1.59693056298655e-23,"('ASELS', 'ARCLK')",0.13965763195435096,"('TSKB', 'THYAO')",0.0013968843746179997,"('FROTO', 'PGSUS')",0.041733332902691,"('THYAO', 'KCHOL')",0.003148530255676
"('TUPRS', 'GARAN')",8.02417871213049e-23,"('AKBNK', 'SISE')",1.7252976044415698e-23,"('SISE', 'FROTO')",0.139748452784987,"('YKBNK', 'TAVHL')",0.001401937053129,"('BIMAS', 'EREGL')",0.041740768723819,"('SODA', 'TAVHL')",0.003162747943545
"('KOZAA', 'EREGL')",1.44185551498396e-22,"('KOZAA', 'EREGL')",2.0356649276731897e-23,"('TTKOM', 'AKBNK')",0.140019080756496,"('TUPRS', 'ARCLK')",0.001402875552319,"('TCELL', 'SODA')",0.041808155037411004,"('SISE', 'AKBNK')",0.003164113454138
"('SAHOL', 'KRDMD')",1.7552519251552397e-22,"('EREGL', 'KRDMD')",2.37978887285609e-23,"('SAHOL', 'VAKBN')",0.140098762692116,"('TAVHL', 'SAHOL')",0.00140358969724,"('TUPRS', 'KOZAL')",0.042041452336670004,"('TSKB', 'SODA')",0.003190498306855
"('FROTO', 'AKBNK')",1.87044992591797e-22,"('TKFEN', 'SISE')",2.5955582421147397e-23,"('TCELL', 'KCHOL')",0.140208208081511,"('TKFEN', 'THYAO')",0.0014155160254260002,"('TOASO', 'THYAO')",0.042051100870454,"('TOASO', 'TKFEN')",0.0032505427294640004
"('HALKB', 'KRDMD')",2.10533676045582e-22,"('HALKB', 'KCHOL')",2.78350085879617e-23,"('ASELS', 'TOASO')",0.140303300624442,"('TAVHL', 'EREGL')",0.0014181401772529998,"('GARAN', 'SISE')",0.04206060219919,"('TSKB', 'TUPRS')",0.00326954210218
"('AKBNK', 'SISE')",2.29723857771565e-22,"('TOASO', 'TUPRS')",4.23157299480801e-23,"('TAVHL', 'GARAN')",0.140570008971085,"('TUPRS', 'EREGL')",0.001425091762021,"('TTKOM', 'KRDMD')",0.04218162304546799,"('SISE', 'HALKB')",0.003271750012348
"('FROTO', 'VAKBN')",2.7676914711961397e-22,"('ASELS', 'YKBNK')",4.3570340852911606e-23,"('DOHOL', 'YKBNK')",0.140735502121641,"('THYAO', 'SAHOL')",0.001428262035766,"('FROTO', 'TKFEN')",0.04219103665324601,"('TUPRS', 'AKBNK')",0.003274325543144
"('HALKB', 'KCHOL')",2.8861457143358895e-22,"('TUPRS', 'GARAN')",4.4404382326115995e-23,"('THYAO', 'TKFEN')",0.14079843742556303,"('BIMAS', 'ARCLK')",0.001439912469221,"('ISCTR', 'BIMAS')",0.042284440110379004,"('TTKOM', 'BIMAS')",0.003282096541925
"('TKFEN', 'SISE')",2.95028447524126e-22,"('TUPRS', 'ARCLK')",9.424850758223209e-23,"('TOASO', 'GARAN')",0.140944780538036,"('YKBNK', 'TUPRS')",0.001444977470478,"('THYAO', 'KCHOL')",0.04229274139346399,"('TCELL', 'SODA')",0.0033047486165090002
"('TOASO', 'TUPRS')",3.9040341822081097e-22,"('KCHOL', 'SODA')",1.12248878559177e-22,"('VAKBN', 'TUPRS')",0.141235273116744,"('TTKOM', 'TUPRS')",0.001448700929279,"('ASELS', 'SODA')",0.042299558126728,"('EKGYO', 'TSKB')",0.0033087381922300005
"('ASELS', 'YKBNK')",6.137750422249079e-22,"('KCHOL', 'KOZAL')",1.36808067551461e-22,"('SODA', 'GARAN')",0.14178082191780803,"('ARCLK', 'AKBNK')",0.001452596556745,"('SISE', 'HALKB')",0.04234095677292201,"('ARCLK', 'ISCTR')",0.0033132552645429997
"('KCHOL', 'SODA')",6.60368695085798e-22,"('ASELS', 'FROTO')",1.4130388022394697e-22,"('TUPRS', 'GARAN')",0.14178522120175302,"('TUPRS', 'KOZAL')",0.0014530457945819998,"('BIMAS', 'ARCLK')",0.042423267619851,"('GARAN', 'SISE')",0.003318310978859
"('TTKOM', 'SISE')",6.98633428356033e-22,"('FROTO', 'VAKBN')",1.5872720640896899e-22,"('ARCLK', 'KCHOL')",0.14188156151258802,"('SISE', 'TTKOM')",0.0014734946263599998,"('SISE', 'AKBNK')",0.042575154095484,"('EKGYO', 'THYAO')",0.003322070670299
"('TUPRS', 'ARCLK')",8.110001718191819e-22,"('SAHOL', 'KRDMD')",1.5981706792738998e-22,"('ISCTR', 'TUPRS')",0.141929900475984,"('TCELL', 'KOZAA')",0.001481549838414,"('TUPRS', 'GARAN')",0.042614528296677,"('FROTO', 'SAHOL')",0.0033326813585010003
"('ASELS', 'FROTO')",1.0723450691229698e-21,"('KOZAA', 'ISCTR')",1.7596241510867e-22,"('EKGYO', 'PETKM')",0.14203894616265697,"('DOHOL', 'ISCTR')",0.0014868564630870001,"('ARCLK', 'EREGL')",0.042701205678735005,"('AKBNK', 'PETKM')",0.0033393523080279997
"('KCHOL', 'KOZAL')",1.19398488736236e-21,"('HALKB', 'KRDMD')",2.215122579674e-22,"('SODA', 'ASELS')",0.142424242424242,"('THYAO', 'TOASO')",0.001488985463728,"('TKFEN', 'TOASO')",0.042720666502836,"('ARCLK', 'KCHOL')",0.0033550890107840003
"('FROTO', 'GARAN')",1.46723174005221e-21,"('TAVHL', 'TUPRS')",2.4497462047066197e-22,"('BIMAS', 'ARCLK')",0.142483794101822,"('BIMAS', 'PGSUS')",0.0014934516243670002,"('ARCLK', 'ISCTR')",0.042754227289222006,"('TAVHL', 'FROTO')",0.0033590487685909993
"('KOZAA', 'ISCTR')",1.93048815478768e-21,"('HALKB', 'SISE')",2.9299376021298996e-22,"('TUPRS', 'ASELS')",0.14274589672936402,"('VAKBN', 'SISE')",0.0014937518351440002,"('ARCLK', 'THYAO')",0.042774904087422,"('SAHOL', 'BIMAS')",0.0033661577574390002
"('KOZAA', 'KCHOL')",2.20356997586708e-21,"('THYAO', 'YKBNK')",3.8900449751519303e-22,"('SISE', 'TAVHL')",0.142942643391521,"('YKBNK', 'KCHOL')",0.0014946252855300001,"('TUPRS', 'ARCLK')",0.042803524236259,"('TOASO', 'GARAN')",0.0033772121787629997
"('HALKB', 'SISE')",2.3409879663355397e-21,"('GARAN', 'YKBNK')",4.3549104405069e-22,"('EREGL', 'SAHOL')",0.142962455900163,"('ARCLK', 'TTKOM')",0.0014972102436470003,"('SAHOL', 'SODA')",0.042834563672075,"('ARCLK', 'ASELS')",0.0033968082912350004
"('TAVHL', 'TUPRS')",2.7033458819137197e-21,"('KOZAL', 'THYAO')",5.265725872474849e-22,"('SISE', 'TCELL')",0.143341307814992,"('SODA', 'KOZAA')",0.0015036484997499999,"('HALKB', 'PETKM')",0.04283504136903,"('TOASO', 'PGSUS')",0.003404629503485999
"('GARAN', 'YKBNK')",4.4816639352209896e-21,"('KOZAA', 'KCHOL')",5.50116928325114e-22,"('EREGL', 'VAKBN')",0.143361061387807,"('KCHOL', 'SAHOL')",0.0015045662169870003,"('EKGYO', 'PETKM')",0.043193878930704005,"('SISE', 'ARCLK')",0.003408984692541
"('THYAO', 'YKBNK')",4.8800809460662e-21,"('EREGL', 'YKBNK')",5.60370451343605e-22,"('ASELS', 'BIMAS')",0.144003996146573,"('TKFEN', 'TCELL')",0.0015048848364660001,"('VAKBN', 'FROTO')",0.04324663344955101,"('TTKOM', 'KRDMD')",0.003424760805011
"('EREGL', 'YKBNK')",5.70501814263417e-21,"('KOZAA', 'ARCLK')",5.7338986886201495e-22,"('SAHOL', 'TTKOM')",0.144086618545253,"('ASELS', 'KOZAA')",0.001507052627555,"('KRDMD', 'TCELL')",0.04325634626258899,"('HALKB', 'TOASO')",0.003437334495456
"('KOZAA', 'ARCLK')",5.878965682006739e-21,"('TTKOM', 'SISE')",9.562557816378489e-22,"('ARCLK', 'GARAN')",0.144120936853879,"('SODA', 'FROTO')",0.0015161025207279999,"('AKBNK', 'YKBNK')",0.043427190047923996,"('ASELS', 'SODA')",0.003438277157565
"('KOZAL', 'THYAO')",6.41978430227083e-21,"('FROTO', 'GARAN')",1.22058555166737e-21,"('GARAN', 'TTKOM')",0.14440754839232198,"('ARCLK', 'ASELS')",0.001517527412758,"('SODA', 'TKFEN')",0.043484574111792,"('EKGYO', 'YKBNK')",0.0034475802076420004
"('TUPRS', 'KOZAL')",7.37264080993973e-21,"('KOZAL', 'ASELS')",1.3229034756515699e-21,"('SAHOL', 'EREGL')",0.145779058810487,"('ARCLK', 'VAKBN')",0.0015189844305439997,"('KCHOL', 'AKBNK')",0.043543888731753994,"('KCHOL', 'AKBNK')",0.0034497722210109997
"('KOZAL', 'PGSUS')",8.283918567416321e-21,"('KOZAL', 'TOASO')",1.4005652469174098e-21,"('BIMAS', 'TCELL')",0.14601374307098902,"('ARCLK', 'KOZAA')",0.0015236215691120003,"('EKGYO', 'HALKB')",0.04354875270055001,"('ARCLK', 'TAVHL')",0.0034582561892800004
"('KOZAL', 'ASELS')",1.12763855793899e-20,"('PGSUS', 'TUPRS')",1.40746432622194e-21,"('GARAN', 'VAKBN')",0.14606241914618398,"('TUPRS', 'TTKOM')",0.001524273604945,"('GARAN', 'BIMAS')",0.043587727645189,"('TOASO', 'TTKOM')",0.0034639603218240005
"('KOZAL', 'TOASO')",1.41257911363309e-20,"('ISCTR', 'PETKM')",1.5981756079481698e-21,"('GARAN', 'EREGL')",0.146281425285501,"('SISE', 'TCELL')",0.0015247212488479996,"('TUPRS', 'AKBNK')",0.043594414493565,"('EKGYO', 'ASELS')",0.0034653934059670002
"('PGSUS', 'TUPRS')",1.5135929924190298e-20,"('KOZAL', 'PGSUS')",1.78534771987173e-21,"('TUPRS', 'KCHOL')",0.146335597907774,"('SODA', 'SAHOL')",0.001538182548434,"('TKFEN', 'PGSUS')",0.043637826176677004,"('AKBNK', 'KOZAL')",0.003465622539753
"('ISCTR', 'PETKM')",1.57770583402655e-20,"('KOZAL', 'ARCLK')",2.2028571110563602e-21,"('TKFEN', 'KOZAL')",0.146600917332415,"('BIMAS', 'TKFEN')",0.001539719440435,"('SODA', 'KOZAL')",0.043803262516834994,"('TKFEN', 'THYAO')",0.003487573839559
"('KOZAL', 'ARCLK')",1.97121341590476e-20,"('YKBNK', 'GARAN')",3.14215992034796e-21,"('SODA', 'KCHOL')",0.14684287812041102,"('EREGL', 'HALKB')",0.0015682941992510003,"('FROTO', 'SAHOL')",0.043935088455954,"('SISE', 'TKFEN')",0.0034950883098659995
"('SAHOL', 'SISE')",2.9973456099931496e-20,"('TUPRS', 'KOZAL')",6.43033070004471e-21,"('KRDMD', 'SODA')",0.147116806308526,"('TOASO', 'THYAO')",0.001588139103159,"('SODA', 'TAVHL')",0.043954127348451,"('SISE', 'KRDMD')",0.0034975851372800004
"('YKBNK', 'GARAN')",5.05844584160167e-20,"('SAHOL', 'SISE')",1.0135733089621998e-20,"('TTKOM', 'VAKBN')",0.14733295901179097,"('ARCLK', 'SAHOL')",0.0016033766768410002,"('TKFEN', 'SAHOL')",0.044439159411259005,"('SAHOL', 'SODA')",0.003510819124875
"('ISCTR', 'KOZAL')",1.8741932407320601e-19,"('ASELS', 'PETKM')",1.77134403334338e-20,"('TTKOM', 'SAHOL')",0.147731744336388,"('SISE', 'SAHOL')",0.0016103207789910003,"('SISE', 'ARCLK')",0.044507452515958,"('TOASO', 'EREGL')",0.003511901152015
"('GARAN', 'PETKM')",1.9121013680662898e-19,"('ISCTR', 'KOZAL')",1.86160014259372e-20,"('TCELL', 'FROTO')",0.147804027271286,"('THYAO', 'AKBNK')",0.0016128262081270002,"('EREGL', 'SISE')",0.044633082807635005,"('TCELL', 'KOZAL')",0.003516235651097
"('ASELS', 'PETKM')",3.04065407820858e-19,"('GARAN', 'PETKM')",1.94124513800424e-20,"('BIMAS', 'TAVHL')",0.147837463444667,"('TOASO', 'GARAN')",0.001618353440363,"('ARCLK', 'KCHOL')",0.044657234136568996,"('TTKOM', 'FROTO')",0.003522759499
"('HALKB', 'TAVHL')",5.17976205604192e-19,"('HALKB', 'TAVHL')",4.6372944359559695e-20,"('YKBNK', 'SISE')",0.147838616714697,"('PETKM', 'KOZAL')",0.001619449638835,"('TOASO', 'TTKOM')",0.044694566279187005,"('KRDMD', 'PGSUS')",0.003539439962671
"('KOZAL', 'KCHOL')",7.407991927262941e-19,"('KOZAL', 'KCHOL')",9.54180218808883e-20,"('FROTO', 'GARAN')",0.147850824207942,"('SAHOL', 'HALKB')",0.001620192282861,"('SISE', 'VAKBN')",0.04482218478626401,"('ISCTR', 'FROTO')",0.0035425147022030003
"('SISE', 'SAHOL')",1.05492971410325e-18,"('BIMAS', 'ISCTR')",2.14007814820656e-19,"('SODA', 'FROTO')",0.14814088099676198,"('THYAO', 'ARCLK')",0.001624475819816,"('TOASO', 'BIMAS')",0.045008105778367995,"('THYAO', 'TOASO')",0.0035764632698220005
"('SISE', 'PGSUS')",1.07233226717631e-18,"('ISCTR', 'FROTO')",2.26987295131838e-19,"('SISE', 'ARCLK')",0.14837357812811802,"('SISE', 'ASELS')",0.001650189186939,"('ARCLK', 'ASELS')",0.045078558379439006,"('TOASO', 'TAVHL')",0.003592987875897
"('TUPRS', 'SODA')",1.6323415044317598e-18,"('SISE', 'SAHOL')",2.41688972534634e-19,"('TUPRS', 'FROTO')",0.148498164088365,"('DOHOL', 'PETKM')",0.001660785587658,"('TOASO', 'EREGL')",0.045208682464258,"('KCHOL', 'TAVHL')",0.003594239439843
"('BIMAS', 'ISCTR')",1.8442764473902898e-18,"('TUPRS', 'SODA')",2.41945372729427e-19,"('KCHOL', 'GARAN')",0.14896209936222898,"('FROTO', 'TKFEN')",0.001663925605884,"('TOASO', 'GARAN')",0.045214563646937,"('PETKM', 'TAVHL')",0.0035943998791940004
"('ISCTR', 'FROTO')",2.33959254728216e-18,"('SISE', 'PGSUS')",3.5399133188163794e-19,"('ISCTR', 'HALKB')",0.149078001904597,"('VAKBN', 'SODA')",0.001673746707776,"('EKGYO', 'VAKBN')",0.045228803913568,"('SISE', 'THYAO')",0.0036050350262449996
"('KRDMD', 'ASELS')",2.6827013728485798e-18,"('BIMAS', 'SODA')",6.75031747754417e-19,"('TOASO', 'KCHOL')",0.14917609046849803,"('SISE', 'ARCLK')",0.0016740919171680001,"('TKFEN', 'THYAO')",0.045267537262877,"('AKBNK', 'TOASO')",0.003610161112723
"('FROTO', 'THYAO')",2.82850445032065e-18,"('FROTO', 'THYAO')",9.86365405682633e-19,"('BIMAS', 'FROTO')",0.14936369725385099,"('TAVHL', 'GARAN')",0.001674377969121,"('PETKM', 'KOZAA')",0.045328574291575004,"('AKBNK', 'YKBNK')",0.003620478215568
"('KOZAA', 'TOASO')",4.1363759081940896e-18,"('FROTO', 'TUPRS')",1.6322006164667698e-18,"('KOZAA', 'PGSUS')",0.14944611027819402,"('TKFEN', 'PGSUS')",0.0016753304357550003,"('TKFEN', 'EREGL')",0.045472429369465994,"('KRDMD', 'BIMAS')",0.0036245122383859996
"('BIMAS', 'SODA')",7.871817699577259e-18,"('VAKBN', 'FROTO')",1.92788208783442e-18,"('KOZAL', 'PGSUS')",0.149470720937856,"('TOASO', 'SAHOL')",0.0016820312647420003,"('ISCTR', 'PETKM')",0.04553537716599201,"('HALKB', 'PETKM')",0.0036261310366140003
"('VAKBN', 'FROTO')",1.0816589628678302e-17,"('KOZAA', 'TOASO')",1.95499853347836e-18,"('TCELL', 'TAVHL')",0.14959756638570199,"('YKBNK', 'KOZAA')",0.0016886326033970001,"('TTKOM', 'BIMAS')",0.045575493069919,"('EREGL', 'FROTO')",0.003628255026057
"('FROTO', 'TUPRS')",1.3582725138594302e-17,"('TOASO', 'SODA')",3.70970241543963e-18,"('VAKBN', 'HALKB')",0.14967152242216503,"('KCHOL', 'TTKOM')",0.001709464257582,"('EKGYO', 'TUPRS')",0.045652160301966,"('BIMAS', 'FROTO')",0.003633583970951
"('TKFEN', 'KRDMD')",2.0420162751520398e-17,"('KOZAL', 'ISCTR')",4.04593051225743e-18,"('AKBNK', 'EREGL')",0.149675792507205,"('TUPRS', 'KCHOL')",0.001719259246851,"('DOHOL', 'TTKOM')",0.045725486082868,"('SISE', 'VAKBN')",0.003638887801996
"('TOASO', 'SODA')",2.23086184249339e-17,"('KOZAL', 'VAKBN')",4.8401731453705295e-18,"('GARAN', 'KCHOL')",0.149856141346193,"('ASELS', 'ARCLK')",0.0017305000338429999,"('TSKB', 'TCELL')",0.045739643384535004,"('KCHOL', 'BIMAS')",0.003647322860347
"('HALKB', 'PETKM')",2.37698263017734e-17,"('KOZAA', 'SODA')",5.2515411411129095e-18,"('TCELL', 'ARCLK')",0.15026119993667902,"('ARCLK', 'KCHOL')",0.0017321253438370003,"('TAVHL', 'FROTO')",0.04578565439157,"('EREGL', 'SISE')",0.0036743736993059997
"('KOZAL', 'ISCTR')",2.6706366217399203e-17,"('HALKB', 'PETKM')",6.25463703545228e-18,"('GARAN', 'AKBNK')",0.15048309178744,"('TAVHL', 'FROTO')",0.00174890850156,"('HALKB', 'KOZAL')",0.045827730025462005,"('TAVHL', 'TKFEN')",0.0036870034777670003
"('SISE', 'TTKOM')",3.0430114189375304e-17,"('SAHOL', 'YKBNK')",1.1027629504809198e-17,"('ARCLK', 'FROTO')",0.15100693971969,"('ARCLK', 'THYAO')",0.001757301431815,"('TCELL', 'ISCTR')",0.045934073149108,"('TKFEN', 'SAHOL')",0.0036989597003529995
"('KRDMD', 'PETKM')",3.906892186423529e-17,"('SAHOL', 'PETKM')",1.6350640264121498e-17,"('SODA', 'TCELL')",0.15111502347417802,"('ASELS', 'SAHOL')",0.001769477302822,"('TOASO', 'TKFEN')",0.045937516444115,"('ASELS', 'ARCLK')",0.003707714672164
"('KOZAL', 'VAKBN')",4.41200897434732e-17,"('TUPRS', 'SISE')",1.9301571130746696e-17,"('SODA', 'ARCLK')",0.15118557711150302,"('ASELS', 'TOASO')",0.0017761129569460001,"('THYAO', 'TOASO')",0.045964794465028,"('SAHOL', 'KOZAA')",0.003728105683136
"('SISE', 'ASELS')",4.7107163348600395e-17,"('HALKB', 'TOASO')",1.94347273688915e-17,"('SISE', 'TOASO')",0.151742038534491,"('SODA', 'TOASO')",0.0017762749082479998,"('TSKB', 'GARAN')",0.045972389814621,"('ISCTR', 'KOZAL')",0.003754401290997
"('KOZAA', 'SODA')",4.8929587549784e-17,"('SISE', 'ASELS')",2.20336831517392e-17,"('EREGL', 'TTKOM')",0.15200210748156,"('SISE', 'THYAO')",0.0017961663138760001,"('SISE', 'TTKOM')",0.046006914715036,"('TKFEN', 'EREGL')",0.0037665080160229998
"('PETKM', 'KRDMD')",4.8996303432610795e-17,"('VAKBN', 'PETKM')",2.3142936155621803e-17,"('TTKOM', 'EREGL')",0.15216416236824404,"('TCELL', 'AKBNK')",0.001804485894783,"('EKGYO', 'THYAO')",0.046160715054945,"('SISE', 'ASELS')",0.0037665284646440002
"('SAHOL', 'YKBNK')",9.353026042147091e-17,"('SISE', 'THYAO')",2.3652428140833502e-17,"('DOHOL', 'PETKM')",0.152434721242061,"('ARCLK', 'TAVHL')",0.0018226079519500001,"('TTKOM', 'SODA')",0.046255506229417,"('TTKOM', 'KOZAL')",0.003767411600193
"('TUPRS', 'HALKB')",1.03224002549241e-16,"('SISE', 'TTKOM')",2.8237976466153704e-17,"('SISE', 'KOZAA')",0.152461461959224,"('SODA', 'KOZAL')",0.0018314344702770001,"('ARCLK', 'TAVHL')",0.046428752223838,"('EKGYO', 'ARCLK')",0.003767963925741
"('SAHOL', 'PETKM')",1.2205732805245802e-16,"('PETKM', 'KRDMD')",2.85119450998665e-17,"('PETKM', 'KRDMD')",0.152730049637266,"('TUPRS', 'ASELS')",0.0018346790873929998,"('SISE', 'ASELS')",0.046428829010308,"('VAKBN', 'BIMAS')",0.0037726584218040005
"('EREGL', 'PETKM')",1.56510087473544e-16,"('TUPRS', 'HALKB')",3.8274410448486504e-17,"('SISE', 'THYAO')",0.15276950565813002,"('BIMAS', 'FROTO')",0.001836342054606,"('SAHOL', 'BIMAS')",0.04643264193094901,"('EREGL', 'BIMAS')",0.003774670255748
"('HALKB', 'TOASO')",1.6043070575121999e-16,"('TKFEN', 'KRDMD')",4.8039866452927596e-17,"('TAVHL', 'KCHOL')",0.153042154080432,"('TCELL', 'ASELS')",0.0018369327865299999,"('SISE', 'TKFEN')",0.04645981262913099,"('TAVHL', 'GARAN')",0.0037771116731959995
"('TAVHL', 'HALKB')",1.81660104585432e-16,"('TUPRS', 'FROTO')",5.739437814159599e-17,"('ASELS', 'THYAO')",0.154373379736496,"('SODA', 'PGSUS')",0.001837310835461,"('EKGYO', 'SODA')",0.046496843216284,"('KCHOL', 'THYAO')",0.0037809950912390004
"('SISE', 'VAKBN')",1.87727424717505e-16,"('EREGL', 'PETKM')",5.91392097789084e-17,"('BIMAS', 'KOZAA')",0.154447253504941,"('TUPRS', 'TOASO')",0.0018374914158139997,"('KRDMD', 'SISE')",0.046645122529850994,"('FROTO', 'KCHOL')",0.0037874780612979996
"('SISE', 'THYAO')",1.9994402352318998e-16,"('PGSUS', 'SISE')",6.30823118825535e-17,"('ASELS', 'KOZAA')",0.154675874835357,"('ISCTR', 'SISE')",0.001840044080402,"('TTKOM', 'TUPRS')",0.046648012946121,"('FROTO', 'TAVHL')",0.003796610955612
"('TUPRS', 'SISE')",2.00363716155386e-16,"('KOZAL', 'TCELL')",6.579458557264179e-17,"('AKBNK', 'TTKOM')",0.154999097092638,"('BIMAS', 'KCHOL')",0.0018426414312470002,"('TAVHL', 'TTKOM')",0.046866173973989005,"('TAVHL', 'THYAO')",0.0038082221837110004
"('KRDMD', 'ISCTR')",2.10321653021763e-16,"('TTKOM', 'YKBNK')",8.46333010112555e-17,"('TCELL', 'THYAO')",0.155056321188094,"('DOHOL', 'AKBNK')",0.0018446959540129998,"('TUPRS', 'ISCTR')",0.046951948414790994,"('ASELS', 'TOASO')",0.003809426986193
"('VAKBN', 'PETKM')",2.83291535546914e-16,"('YKBNK', 'HALKB')",8.929648896509759e-17,"('EKGYO', 'YKBNK')",0.155350978135788,"('FROTO', 'PGSUS')",0.001851121645181,"('SISE', 'THYAO')",0.047200646113469004,"('TAVHL', 'ARCLK')",0.003810644405207
"('PGSUS', 'SISE')",4.584733150812799e-16,"('KOZAL', 'GARAN')",9.185963982723191e-17,"('ARCLK', 'TAVHL')",0.155707343596017,"('THYAO', 'KOZAA')",0.0018518978848749998,"('BIMAS', 'FROTO')",0.047293137242362,"('TTKOM', 'TUPRS')",0.0038189388196239998
"('TUPRS', 'FROTO')",5.20036243886508e-16,"('TAVHL', 'HALKB')",9.72391394535528e-17,"('SISE', 'BIMAS')",0.155732801595214,"('SISE', 'TKFEN')",0.0018707603253599998,"('TOASO', 'TAVHL')",0.047304104876065005,"('SISE', 'TTKOM')",0.003823877611666
"('KOZAL', 'TCELL')",5.257142955961111e-16,"('KOZAL', 'SAHOL')",1.0029743892684799e-16,"('PETKM', 'SISE')",0.156106870229008,"('TSKB', 'TUPRS')",0.0018721162194449998,"('ASELS', 'ARCLK')",0.047343989107467996,"('BIMAS', 'KCHOL')",0.003825697811716
"('SISE', 'TKFEN')",6.227342527965361e-16,"('SISE', 'VAKBN')",1.54414894677932e-16,"('SODA', 'THYAO')",0.15638422491214402,"('ARCLK', 'GARAN')",0.0018750541323940002,"('TCELL', 'KOZAL')",0.047369429899407,"('TUPRS', 'TOASO')",0.0038316610774779994
"('TTKOM', 'YKBNK')",7.760322015613519e-16,"('SISE', 'TKFEN')",1.6312574722116203e-16,"('SAHOL', 'ASELS')",0.156790945406125,"('ASELS', 'EREGL')",0.0018764246466620002,"('KCHOL', 'VAKBN')",0.04736982144089401,"('TAVHL', 'TTKOM')",0.003841602519595
"('YKBNK', 'HALKB')",8.099593255192719e-16,"('YKBNK', 'PGSUS')",1.92138311167935e-16,"('GARAN', 'ASELS')",0.15679806918745,"('FROTO', 'KCHOL')",0.001892493164392,"('TTKOM', 'FROTO')",0.047382655822882,"('VAKBN', 'KOZAL')",0.003843297369769
"('KOZAL', 'SAHOL')",8.35087681302245e-16,"('ASELS', 'BIMAS')",3.3842355386245206e-16,"('TAVHL', 'FROTO')",0.15763683753257998,"('DOHOL', 'TTKOM')",0.0018943225639709998,"('KCHOL', 'TAVHL')",0.047389864869442,"('TCELL', 'ISCTR')",0.003846248587835
"('YKBNK', 'PGSUS')",8.39117096794083e-16,"('AKBNK', 'FROTO')",3.4798267884596197e-16,"('TUPRS', 'TCELL')",0.158416436381113,"('EREGL', 'TUPRS')",0.001900168011641,"('KRDMD', 'AKBNK')",0.047396545338092996,"('TSKB', 'BIMAS')",0.0038556349937559995
"('SISE', 'KRDMD')",9.14860291630405e-16,"('KOZAA', 'KRDMD')",5.924656195820509e-16,"('TAVHL', 'ARCLK')",0.15873235538333802,"('TCELL', 'VAKBN')",0.001918677028391,"('TAVHL', 'GARAN')",0.04741778030357,"('TUPRS', 'TAVHL')",0.0038633630430240005
"('KOZAL', 'GARAN')",9.239712570911169e-16,"('KOZAA', 'AKBNK')",9.05422642389892e-16,"('TUPRS', 'ARCLK')",0.159062218214608,"('GARAN', 'TUPRS')",0.0019250794691579999,"('EKGYO', 'KRDMD')",0.047446085080063,"('ARCLK', 'TKFEN')",0.0038646235124330003
"('AKBNK', 'FROTO')",1.5743149578527599e-15,"('KCHOL', 'KRDMD')",1.25958092519522e-15,"('KRDMD', 'TUPRS')",0.159191720059142,"('TUPRS', 'TAVHL')",0.0019262956010999998,"('BIMAS', 'SAHOL')",0.047507908937714005,"('GARAN', 'FROTO')",0.003895483917545
"('SISE', 'ARCLK')",1.74460603734675e-15,"('SISE', 'ARCLK')",1.30676520642007e-15,"('SODA', 'BIMAS')",0.159545276362211,"('TAVHL', 'ARCLK')",0.0019397914192189997,"('TAVHL', 'EREGL')",0.047539706605162005,"('ARCLK', 'GARAN')",0.003909493321292001
"('ASELS', 'BIMAS')",2.16122804291285e-15,"('KOZAL', 'TKFEN')",1.3109169698538e-15,"('TUPRS', 'TAVHL')",0.159667909998797,"('SODA', 'TAVHL')",0.0019462001071420003,"('VAKBN', 'YKBNK')",0.047583923817267997,"('KCHOL', 'FROTO')",0.003913848669349001
"('TUPRS', 'KRDMD')",2.2626514312962305e-15,"('SISE', 'KRDMD')",1.32172117315204e-15,"('TCELL', 'KOZAA')",0.159869855008371,"('YKBNK', 'PETKM')",0.001958791530651,"('BIMAS', 'KCHOL')",0.047619986306653005,"('KCHOL', 'VAKBN')",0.003919376024660999
"('KOZAA', 'KRDMD')",2.68118210594998e-15,"('YKBNK', 'SAHOL')",1.59006539018525e-15,"('AKBNK', 'SAHOL')",0.159937421024129,"('KCHOL', 'TAVHL')",0.001959260850736,"('AKBNK', 'TOASO')",0.047622065080502,"('AKBNK', 'TAVHL')",0.003934426703994001
"('KRDMD', 'SODA')",4.5669194389874e-15,"('HALKB', 'KOZAL')",1.6653173891104902e-15,"('GARAN', 'FROTO')",0.160063327108874,"('TTKOM', 'HALKB')",0.001967569937227,"('TKFEN', 'TCELL')",0.047738580409982,"('TAVHL', 'EREGL')",0.003935223448474
