symbol_pvc,p_value_chi2,symbol_pvfe,p_value_fisher_exact,symbol_as,accuracy_score,symbol_ars,adjusted_rand_score,symbol_mc,matthews_corrcoef,symbol_mis,mutual_info_score
"('KOZAA', 'KOZAL')",0.0,"('KOZAA', 'KOZAL')",0.0,"('PGSUS', 'TSKB')",0.0030006191753850003,"('TSKB', 'KCHOL')",-0.002335367066435,"('EKGYO', 'KCHOL')",-0.040324827916889,"('KOZAL', 'TSKB')",6.16729907573776e-07
"('KOZAL', 'KOZAA')",0.0,"('KOZAL', 'KOZAA')",0.0,"('KOZAL', 'TSKB')",0.0033198224281029997,"('TSKB', 'ASELS')",-0.001794880153647,"('EKGYO', 'BIMAS')",-0.035789020513397996,"('DOHOL', 'FROTO')",2.1576901990672e-06
"('THYAO', 'GARAN')",2.2931142301448687e-218,"('THYAO', 'GARAN')",1.0703119925651597e-224,"('KOZAA', 'TSKB')",0.0034819957882449995,"('TSKB', 'AKBNK')",-0.001567368259276,"('TSKB', 'BIMAS')",-0.034531274177065,"('BIMAS', 'EKGYO')",2.25413889498767e-06
"('THYAO', 'PGSUS')",2.7582779360786787e-205,"('THYAO', 'PGSUS')",1.5163158521535896e-209,"('TKFEN', 'TSKB')",0.0038361242214609995,"('TSKB', 'FROTO')",-0.0014939974658420001,"('TSKB', 'FROTO')",-0.027449254532837003,"('KOZAA', 'TSKB')",9.45266777040849e-06
"('GARAN', 'AKBNK')",5.683769214068857e-202,"('GARAN', 'AKBNK')",1.7882747833226692e-207,"('THYAO', 'TSKB')",0.0039061569608190004,"('DOHOL', 'FROTO')",-0.000880921073467,"('TSKB', 'EREGL')",-0.014042964319261001,"('SAHOL', 'TSKB')",1.10269750847672e-05
"('GARAN', 'VAKBN')",2.8602187186107393e-200,"('GARAN', 'VAKBN')",2.0987557299026688e-207,"('PGSUS', 'EKGYO')",0.003917463640545,"('DOHOL', 'BIMAS')",-0.000696998355332,"('DOHOL', 'KCHOL')",-0.012674350463263002,"('THYAO', 'TSKB')",1.10968233265341e-05
"('GARAN', 'THYAO')",3.725168012138059e-186,"('GARAN', 'THYAO')",7.689102019104785e-190,"('KOZAL', 'EKGYO')",0.004326245244027,"('TSKB', 'EREGL')",-0.0006427238107540001,"('EKGYO', 'TOASO')",-0.012564670601808998,"('FROTO', 'TSKB')",1.91793465722633e-05
"('THYAO', 'ASELS')",5.888652651931708e-183,"('THYAO', 'ASELS')",2.212471972280989e-187,"('KOZAA', 'EKGYO')",0.004604166666667,"('DOHOL', 'KCHOL')",-0.0006381919501230001,"('DOHOL', 'TOASO')",-0.011912944143183,"('KOZAA', 'EKGYO')",2.0125229894125602e-05
"('GARAN', 'PGSUS')",1.3502057219196298e-166,"('GARAN', 'PGSUS')",3.0890306827473094e-167,"('BIMAS', 'TSKB')",0.004783581513772,"('DOHOL', 'HALKB')",-0.000489641082295,"('EKGYO', 'TAVHL')",-0.01049181130375,"('TKFEN', 'TSKB')",3.1374692383323196e-05
"('AKBNK', 'GARAN')",1.1922806734038297e-155,"('AKBNK', 'GARAN')",1.5891047215744293e-160,"('TKFEN', 'EKGYO')",0.005016146393972,"('TSKB', 'VAKBN')",-0.00042322678392499996,"('EKGYO', 'TTKOM')",-0.009212314245914,"('FROTO', 'EKGYO')",3.21486037576611e-05
"('GARAN', 'TTKOM')",3.030647592679469e-151,"('GARAN', 'TTKOM')",1.4329874242944397e-155,"('BIMAS', 'EKGYO')",0.005455942622951,"('DOHOL', 'KOZAA')",-0.00037745214059800006,"('EKGYO', 'EREGL')",-0.005228384843052,"('KOZAL', 'EKGYO')",4.19687966566051e-05
"('THYAO', 'VAKBN')",1.2118259366221194e-149,"('THYAO', 'VAKBN')",3.2678351802324194e-154,"('THYAO', 'EKGYO')",0.005458489261793001,"('AKBNK', 'DOHOL')",-0.000346582432995,"('FROTO', 'TSKB')",-0.001841091873964,"('PGSUS', 'TSKB')",4.27731081741375e-05
"('GARAN', 'EREGL')",8.413760814755127e-147,"('THYAO', 'EREGL')",3.1365008645965285e-148,"('TCELL', 'TSKB')",0.005636478784041,"('TUPRS', 'DOHOL')",-0.000292240022651,"('KCHOL', 'TSKB')",-0.001841032682891,"('THYAO', 'EKGYO')",4.6742537865945204e-05
"('THYAO', 'EREGL')",2.7700486338897693e-144,"('GARAN', 'EREGL')",1.1546311633440797e-147,"('TOASO', 'TSKB')",0.005665080444141999,"('DOHOL', 'SAHOL')",-0.000257555096319,"('YKBNK', 'FROTO')",-0.0013800883396449999,"('KOZAA', 'DOHOL')",5.2004973281765504e-05
"('THYAO', 'TTKOM')",3.3189583644496295e-139,"('THYAO', 'TTKOM')",4.739926408209139e-143,"('KCHOL', 'TSKB')",0.005747829277241,"('DOHOL', 'YKBNK')",-0.000235872646675,"('DOHOL', 'BIMAS')",-0.0013450204579479998,"('PGSUS', 'EKGYO')",5.31740788665431e-05
"('VAKBN', 'GARAN')",2.74828454025678e-138,"('VAKBN', 'GARAN')",5.187743153334978e-142,"('FROTO', 'TSKB')",0.006049179039987,"('YKBNK', 'FROTO')",-0.00016363960329,"('SAHOL', 'TSKB')",1.1463739364188199e-05,"('TAVHL', 'EKGYO')",5.35893393757876e-05
"('GARAN', 'ASELS')",3.1188450477411487e-137,"('GARAN', 'SAHOL')",1.1056953781116295e-140,"('TAVHL', 'TSKB')",0.006302812023826001,"('TUPRS', 'KRDMD')",-0.00014444974333700002,"('KOZAL', 'TSKB')",0.00021971619379599998,"('TOASO', 'TSKB')",5.4970585613940706e-05
"('GARAN', 'SAHOL')",1.3274444733979095e-136,"('GARAN', 'ASELS')",5.576602235862339e-140,"('ASELS', 'TSKB')",0.006344680092675001,"('TSKB', 'ISCTR')",-0.000131938940425,"('BIMAS', 'EKGYO')",0.00047747676492500003,"('EREGL', 'TSKB')",5.92800996279917e-05
"('ISCTR', 'GARAN')",1.6423011063752795e-134,"('ISCTR', 'GARAN')",7.035607766032869e-139,"('ARCLK', 'TSKB')",0.006626567438067,"('FROTO', 'SISE')",-0.00012935196800299998,"('KOZAA', 'TSKB')",0.0007664894473589999,"('TOASO', 'EKGYO')",6.08457971121371e-05
"('GARAN', 'ISCTR')",2.9846743678578296e-129,"('GARAN', 'ISCTR')",6.613913920351488e-133,"('TOASO', 'EKGYO')",0.007269555103228,"('YKBNK', 'BIMAS')",-9.7390898263478e-05,"('DOHOL', 'FROTO')",0.0012367235763069999,"('BIMAS', 'TSKB')",6.53043187769115e-05
"('THYAO', 'TCELL')",3.7708958895977993e-129,"('THYAO', 'TCELL')",6.678512532660068e-132,"('PGSUS', 'DOHOL')",0.007274869068276,"('FROTO', 'YKBNK')",-8.59505150049038e-05,"('FROTO', 'EKGYO')",0.001650741588941,"('TCELL', 'TSKB')",6.78115232602885e-05
"('GARAN', 'TKFEN')",2.5425973922263193e-126,"('GARAN', 'TKFEN')",1.6025797045903997e-126,"('GARAN', 'TSKB')",0.007367227979275,"('FROTO', 'DOHOL')",-7.57888758287542e-05,"('TSKB', 'KOZAL')",0.001813747411433,"('KOZAL', 'DOHOL')",6.85187942161512e-05
"('AKBNK', 'VAKBN')",1.0802898312944996e-120,"('AKBNK', 'VAKBN')",8.870786578453838e-125,"('TAVHL', 'EKGYO')",0.007474565713890001,"('FROTO', 'KRDMD')",-7.533797496382021e-05,"('THYAO', 'TSKB')",0.00223094471938,"('TKFEN', 'EKGYO')",8.65796031197293e-05
"('HALKB', 'GARAN')",1.4407575215431794e-116,"('HALKB', 'GARAN')",1.0192296108554997e-120,"('TCELL', 'EKGYO')",0.007724696868965,"('FROTO', 'EKGYO')",-6.63793804610848e-05,"('KOZAA', 'EKGYO')",0.0031517287600599997,"('KCHOL', 'TSKB')",9.185121850601229e-05
"('THYAO', 'AKBNK')",1.0621972369927197e-115,"('THYAO', 'AKBNK')",7.598313916114397e-119,"('FROTO', 'EKGYO')",0.007863849765258,"('TUPRS', 'EKGYO')",-6.25057362438148e-05,"('TKFEN', 'TSKB')",0.003485258116827,"('YKBNK', 'FROTO')",0.00010063438653899999
"('ISCTR', 'VAKBN')",2.4468896369468493e-110,"('ISCTR', 'VAKBN')",2.0181620849188194e-114,"('SAHOL', 'TSKB')",0.007988461111728,"('PGSUS', 'DOHOL')",-5.7220841038536e-05,"('KOZAL', 'EKGYO')",0.0035668106149530005,"('TKFEN', 'DOHOL')",0.00011844728044
"('AKBNK', 'SAHOL')",7.085381803458798e-110,"('AKBNK', 'SAHOL')",6.163975460461709e-113,"('KOZAL', 'DOHOL')",0.008225116603124001,"('VAKBN', 'EKGYO')",-5.61215587954814e-05,"('EREGL', 'TSKB')",0.004263392775382,"('PGSUS', 'DOHOL')",0.000120133418004
"('ISCTR', 'AKBNK')",3.517100264342269e-108,"('ISCTR', 'AKBNK')",3.9770119942921193e-112,"('ARCLK', 'EKGYO')",0.008282979156765999,"('DOHOL', 'SISE')",-5.2510428157780894e-05,"('PGSUS', 'TSKB')",0.004273035315433001,"('KOZAL', 'YKBNK')",0.000121150417394
"('VAKBN', 'TTKOM')",6.240461528720709e-107,"('VAKBN', 'TTKOM')",2.0694336941422796e-110,"('EREGL', 'TSKB')",0.0084303704094,"('KCHOL', 'TSKB')",-4.9158879641444204e-05,"('PGSUS', 'EKGYO')",0.0046515106003330005,"('TUPRS', 'TSKB')",0.000122684764729
"('GARAN', 'TCELL')",9.385710975140266e-105,"('VAKBN', 'AKBNK')",3.9382827561071294e-107,"('ASELS', 'EKGYO')",0.008451909703648001,"('BIMAS', 'YKBNK')",-3.46678922514708e-05,"('TOASO', 'TSKB')",0.0047749990721719995,"('KOZAL', 'KRDMD')",0.000124947596315
"('VAKBN', 'AKBNK')",5.00301331319107e-104,"('GARAN', 'TCELL')",2.3424824501807e-106,"('KOZAA', 'DOHOL')",0.008569875841311,"('GARAN', 'DOHOL')",-3.4486949155866996e-05,"('THYAO', 'EKGYO')",0.00479168067495,"('DOHOL', 'BIMAS')",0.000130249007773
"('TCELL', 'SAHOL')",2.2552002217091998e-102,"('TCELL', 'SAHOL')",4.967539828429549e-105,"('TKFEN', 'DOHOL')",0.009027297857635999,"('AKBNK', 'TSKB')",-3.13665518569107e-05,"('TSKB', 'AKBNK')",0.005083462726406,"('TOASO', 'DOHOL')",0.00014512398718500002
"('AKBNK', 'PGSUS')",3.9114363854714296e-102,"('AKBNK', 'ISCTR')",2.951873495093129e-104,"('KCHOL', 'EKGYO')",0.009126094927684,"('TAVHL', 'KRDMD')",-2.9089290330467603e-05,"('KOZAA', 'DOHOL')",0.005093983094608,"('THYAO', 'DOHOL')",0.000151309020745
"('AKBNK', 'ISCTR')",7.026661944878828e-101,"('AKBNK', 'PGSUS')",5.778337531559028e-104,"('TTKOM', 'TSKB')",0.009478407178912,"('FROTO', 'PETKM')",-2.8542263879497303e-05,"('TAVHL', 'EKGYO')",0.005198374976616,"('KCHOL', 'EKGYO')",0.000152661651831
"('THYAO', 'TKFEN')",8.149754058514027e-101,"('THYAO', 'ISCTR')",2.5185276873694793e-103,"('TUPRS', 'TSKB')",0.009487210279813,"('PGSUS', 'PETKM')",-2.7639791209651396e-05,"('TOASO', 'EKGYO')",0.005342572034389,"('KOZAL', 'PETKM')",0.000158945586549
"('THYAO', 'ISCTR')",2.0854290579579592e-100,"('EREGL', 'GARAN')",5.671921847515839e-103,"('THYAO', 'DOHOL')",0.010064393036011999,"('TAVHL', 'YKBNK')",-2.58893126478452e-05,"('PGSUS', 'DOHOL')",0.0054844229295359995,"('ARCLK', 'TSKB')",0.000165841378339
"('EREGL', 'GARAN')",2.5464124774573297e-100,"('THYAO', 'TKFEN')",1.6303239711087696e-102,"('GARAN', 'EKGYO')",0.010106318470308,"('FROTO', 'SODA')",-2.41822440275526e-05,"('BIMAS', 'TSKB')",0.005673572026819,"('TSKB', 'KCHOL')",0.00016702331877799999
"('THYAO', 'SAHOL')",3.300789914235459e-100,"('THYAO', 'SAHOL')",2.0422280634464293e-102,"('AKBNK', 'TSKB')",0.010697758278743,"('EREGL', 'TSKB')",-2.0613307689918602e-05,"('TCELL', 'TSKB')",0.005727076538254001,"('TAVHL', 'TSKB')",0.000168377121516
"('TCELL', 'EREGL')",7.663611809502998e-98,"('EREGL', 'TTKOM')",1.2418257127369296e-100,"('BIMAS', 'DOHOL')",0.011388286334056003,"('FROTO', 'HALKB')",-1.93731840765048e-05,"('KOZAL', 'DOHOL')",0.005877929189754,"('GARAN', 'TSKB')",0.00018483682431599997
"('EREGL', 'TTKOM')",9.591586393474237e-98,"('TCELL', 'EREGL')",1.9547251094590697e-100,"('EREGL', 'EKGYO')",0.011791335474021999,"('TAVHL', 'DOHOL')",-1.66436201365608e-05,"('EKGYO', 'KOZAL')",0.006551255034361,"('BIMAS', 'DOHOL')",0.000199127866821
"('TTKOM', 'THYAO')",3.1739580231225697e-97,"('VAKBN', 'ISCTR')",1.2941232566833898e-99,"('PGSUS', 'PETKM')",0.012180882956231001,"('GARAN', 'EKGYO')",-1.2632889383328e-05,"('TKFEN', 'EKGYO')",0.006565453681091999,"('TTKOM', 'TSKB')",0.000201569618132
"('VAKBN', 'ISCTR')",3.3915973480706994e-96,"('TTKOM', 'THYAO')",2.6195727579780597e-98,"('TUPRS', 'EKGYO')",0.012315270935961001,"('TAVHL', 'SISE')",-1.110413964716e-05,"('EKGYO', 'FROTO')",0.006637236445318001,"('KOZAA', 'PETKM')",0.00021298725945
"('TCELL', 'GARAN')",3.9433097124540684e-96,"('TCELL', 'GARAN')",2.6917041057721495e-98,"('TTKOM', 'EKGYO')",0.012528089887641,"('TCELL', 'DOHOL')",-1.0672907607687801e-05,"('TSKB', 'KCHOL')",0.006802841081838,"('ARCLK', 'DOHOL')",0.000213740653541
"('TCELL', 'KCHOL')",4.509798851663638e-96,"('TCELL', 'KCHOL')",3.505026791816159e-98,"('SAHOL', 'EKGYO')",0.01265541740675,"('TKFEN', 'DOHOL')",-1.06031668866636e-05,"('TKFEN', 'DOHOL')",0.0070743258036430005,"('ARCLK', 'EKGYO')",0.00021376306250599998
"('EREGL', 'VAKBN')",6.987613277582519e-95,"('EREGL', 'VAKBN')",7.851123962539329e-98,"('VAKBN', 'TSKB')",0.012679991403396002,"('KCHOL', 'DOHOL')",-1.0561924256208199e-05,"('TOASO', 'DOHOL')",0.007318184892008001,"('DOHOL', 'KCHOL')",0.000219025185942
"('EREGL', 'TCELL')",4.340996950334369e-93,"('EREGL', 'TCELL')",1.71242522460231e-95,"('TCELL', 'DOHOL')",0.013008026904407,"('PGSUS', 'TSKB')",-1.0218617317152802e-05,"('TUPRS', 'TSKB')",0.007852388807042,"('FROTO', 'DOHOL')",0.00023290490232900004
"('ASELS', 'AKBNK')",1.6862331970477195e-91,"('TCELL', 'TTKOM')",1.2560210729968696e-93,"('TOASO', 'DOHOL')",0.013046864857848001,"('KOZAL', 'EKGYO')",-8.93079980650872e-06,"('KOZAL', 'YKBNK')",0.007864043567019,"('TTKOM', 'DOHOL')",0.00023599468439
"('ASELS', 'TTKOM')",2.0381480090127996e-91,"('ASELS', 'AKBNK')",1.2633466799763694e-93,"('KOZAL', 'PETKM')",0.013550135501355,"('BIMAS', 'EKGYO')",-8.807934642047251e-06,"('KOZAL', 'KRDMD')",0.007867795396875,"('YKBNK', 'BIMAS')",0.00026792900574900005
"('TCELL', 'TTKOM')",2.1918607025321097e-91,"('ASELS', 'TTKOM')",2.5627379657133895e-93,"('ARCLK', 'DOHOL')",0.013883217639853,"('TAVHL', 'TSKB')",-5.77200597780416e-06,"('GARAN', 'TSKB')",0.00834553650216,"('DOHOL', 'HALKB')",0.000268684084689
"('GARAN', 'ARCLK')",7.762843583039819e-90,"('GARAN', 'ARCLK')",1.6735423758168395e-91,"('TAVHL', 'DOHOL')",0.014079610637928001,"('TKFEN', 'TSKB')",-4.39685051690827e-06,"('KOZAL', 'PETKM')",0.008610186212091,"('ASELS', 'TSKB')",0.00028701221740599995
"('AKBNK', 'THYAO')",2.0621630025933496e-89,"('ASELS', 'GARAN')",6.765834758726938e-91,"('SISE', 'TSKB')",0.014321233217305001,"('KOZAL', 'TSKB')",-2.03034775739064e-06,"('THYAO', 'DOHOL')",0.008721100939721001,"('KOZAL', 'SISE')",0.00029173848787299997
"('ASELS', 'GARAN')",2.62215008516561e-89,"('ASELS', 'THYAO')",7.740408198839619e-91,"('KOZAA', 'PETKM')",0.014362508042588998,"('THYAO', 'EKGYO')",-1.92081451423353e-06,"('KOZAA', 'PETKM')",0.00872130227579,"('TKFEN', 'YKBNK')",0.000297991888813
"('ASELS', 'THYAO')",7.472323116183808e-89,"('AKBNK', 'THYAO')",1.9311152187014996e-90,"('ASELS', 'DOHOL')",0.014490684559926,"('KOZAA', 'EKGYO')",-7.56435163724883e-07,"('KCHOL', 'EKGYO')",0.008761635796161,"('TAVHL', 'DOHOL')",0.000299141656621
"('TCELL', 'TOASO')",2.0665735844729997e-88,"('TCELL', 'TOASO')",2.2703514392312893e-90,"('ISCTR', 'TSKB')",0.014691819525341,"('ARCLK', 'TSKB')",-5.95448221808879e-07,"('TAVHL', 'TSKB')",0.008937838005355,"('KCHOL', 'DOHOL')",0.000303582504244
"('TCELL', 'TKFEN')",2.0996800804884996e-88,"('TCELL', 'TKFEN')",4.043609319405129e-90,"('SODA', 'TSKB')",0.01474609375,"('KOZAA', 'DOHOL')",-4.39655914275121e-07,"('ARCLK', 'TSKB')",0.009121901510532,"('TCELL', 'DOHOL')",0.000313812662441
"('AKBNK', 'TTKOM')",3.050599850226919e-86,"('AKBNK', 'TTKOM')",3.3740486632151294e-88,"('AKBNK', 'EKGYO')",0.014802334677176999,"('TKFEN', 'EKGYO')",-3.6923448784945605e-07,"('TTKOM', 'TSKB')",0.009429478345218,"('PGSUS', 'PETKM')",0.00033349490166100003
"('VAKBN', 'PGSUS')",4.283025978394609e-86,"('ASELS', 'TKFEN')",1.4303578759039598e-87,"('HALKB', 'TSKB')",0.014986886474334998,"('KOZAL', 'DOHOL')",7.88994298481987e-08,"('TTKOM', 'DOHOL')",0.009523690558161999,"('FROTO', 'SISE')",0.00033476546671900003
"('ASELS', 'TKFEN')",8.800307714775927e-86,"('VAKBN', 'PGSUS')",5.326906485212319e-87,"('FROTO', 'DOHOL')",0.015525869882177001,"('BIMAS', 'TSKB')",6.95417775587257e-07,"('BIMAS', 'DOHOL')",0.010034341243071999,"('TUPRS', 'EKGYO')",0.00034289060062
"('TCELL', 'PGSUS')",2.14528321725612e-84,"('HALKB', 'AKBNK')",1.0019220470243497e-86,"('TKFEN', 'PETKM')",0.01618982353949,"('TAVHL', 'EKGYO')",1.1678809522198798e-06,"('ARCLK', 'EKGYO')",0.010171898320183,"('FROTO', 'YKBNK')",0.000347281352212
"('TAVHL', 'KCHOL')",2.710779790892319e-84,"('TCELL', 'PGSUS')",2.8966396693361192e-86,"('GARAN', 'DOHOL')",0.016236402013314,"('THYAO', 'TSKB')",1.82923948794229e-06,"('TSKB', 'KOZAA')",0.010190703957375999,"('KOZAL', 'TUPRS')",0.00035637861669699997
"('TCELL', 'THYAO')",5.294262775696959e-84,"('TAVHL', 'KCHOL')",5.118774426417179e-86,"('VAKBN', 'EKGYO')",0.016320687186828997,"('SAHOL', 'TSKB')",2.10384720466534e-06,"('FROTO', 'DOHOL')",0.010205618635411999,"('FROTO', 'KRDMD')",0.000369362910306
"('HALKB', 'AKBNK')",1.0461632840371597e-83,"('TCELL', 'THYAO')",1.0243568200785598e-85,"('KCHOL', 'DOHOL')",0.01640146878825,"('KOZAA', 'TSKB')",2.41195557123826e-06,"('ARCLK', 'DOHOL')",0.010417835562233,"('ARCLK', 'PETKM')",0.00037859535413500004
"('THYAO', 'HALKB')",9.324007484365547e-83,"('HALKB', 'VAKBN')",3.9890022070675286e-85,"('PGSUS', 'YKBNK')",0.017075417752081,"('TOASO', 'EKGYO')",2.90300657543973e-06,"('EKGYO', 'ARCLK')",0.010965291209149998,"('TCELL', 'EKGYO')",0.000385526816967
"('HALKB', 'VAKBN')",2.723669577657629e-82,"('VAKBN', 'HALKB')",1.6609924705223794e-84,"('KOZAL', 'YKBNK')",0.017542843909217,"('BIMAS', 'DOHOL')",3.00503929026213e-06,"('DOHOL', 'HALKB')",0.0114852068677,"('KOZAL', 'HALKB')",0.00039336607022000004
"('EREGL', 'PGSUS')",2.8373974801383495e-82,"('EREGL', 'PGSUS')",3.220891768631619e-84,"('THYAO', 'PETKM')",0.017847369297766005,"('TOASO', 'TSKB')",4.59981338376958e-06,"('ASELS', 'TSKB')",0.011806308568598,"('KOZAA', 'YKBNK')",0.00039627848613099995
"('TTKOM', 'GARAN')",9.515275698103398e-82,"('THYAO', 'HALKB')",1.0766758899527098e-83,"('PGSUS', 'KRDMD')",0.018219199746956002,"('TTKOM', 'TSKB')",4.6968802923305495e-06,"('KOZAL', 'SISE')",0.011897188141568999,"('VAKBN', 'TSKB')",0.000414279268397
"('VAKBN', 'HALKB')",1.1609839333395597e-81,"('VAKBN', 'THYAO')",4.591827015898528e-83,"('BIMAS', 'PETKM')",0.018350955673038002,"('HALKB', 'TSKB')",5.40920012266762e-06,"('TAVHL', 'DOHOL')",0.012117344433266002,"('EREGL', 'EKGYO')",0.000415470008512
"('VAKBN', 'THYAO')",5.281945192556509e-81,"('ASELS', 'VAKBN')",8.368350827377818e-83,"('TTKOM', 'DOHOL')",0.018959212376933997,"('THYAO', 'DOHOL')",5.53927297157367e-06,"('DOHOL', 'SAHOL')",0.012239058098646002,"('ARCLK', 'YKBNK')",0.000417184266454
"('ASELS', 'VAKBN')",1.3388689275916e-80,"('TTKOM', 'GARAN')",8.628742089384899e-83,"('HALKB', 'EKGYO')",0.019057453999249,"('KOZAL', 'YKBNK')",5.83294143272061e-06,"('KCHOL', 'DOHOL')",0.012288946495481,"('PGSUS', 'KRDMD')",0.000419319913648
"('TKFEN', 'TCELL')",9.872319423231799e-80,"('TCELL', 'AKBNK')",1.6928200193292002e-81,"('KOZAL', 'KRDMD')",0.019323392286056,"('KOZAA', 'PETKM')",6.07557784586661e-06,"('TKFEN', 'YKBNK')",0.012315050488681999,"('BIMAS', 'PETKM')",0.00042371710149
"('AKBNK', 'TCELL')",1.6257552722330294e-79,"('TKFEN', 'TCELL')",2.8252943075233394e-81,"('ISCTR', 'EKGYO')",0.019519389259998,"('ASELS', 'TSKB')",6.21947004448217e-06,"('TCELL', 'DOHOL')",0.012406779475301001,"('EREGL', 'DOHOL')",0.00042402030971199997
"('TCELL', 'AKBNK')",3.144578392115089e-79,"('TTKOM', 'ASELS')",5.286196497215838e-81,"('SISE', 'EKGYO')",0.019555023446074,"('TCELL', 'EKGYO')",8.03500982942326e-06,"('PGSUS', 'PETKM')",0.012497189922113001,"('GARAN', 'DOHOL')",0.000426931597939
"('TCELL', 'VAKBN')",3.878507782457809e-79,"('TCELL', 'VAKBN')",1.0976580936774898e-80,"('KOZAA', 'YKBNK')",0.019569389969123,"('ARCLK', 'DOHOL')",8.41011771054028e-06,"('FROTO', 'SISE')",0.012538943413225,"('BIMAS', 'YKBNK')",0.000437035695369
"('BIMAS', 'TAVHL')",5.60365896829326e-79,"('VAKBN', 'SAHOL')",1.1190567504738699e-80,"('TKFEN', 'YKBNK')",0.019607420654586,"('KOZAL', 'SISE')",1.0072926134986e-05,"('TUPRS', 'EKGYO')",0.012820115534027,"('DOHOL', 'SAHOL')",0.00043845353574300004
"('TTKOM', 'ASELS')",8.351373804750229e-79,"('BIMAS', 'TAVHL')",1.1261277022585198e-80,"('SODA', 'EKGYO')",0.019692367982757,"('KCHOL', 'EKGYO')",1.03538843510262e-05,"('FROTO', 'YKBNK')",0.012861010208419999,"('KOZAL', 'BIMAS')",0.000445953264727
"('VAKBN', 'SAHOL')",3.1420864197046697e-78,"('AKBNK', 'TCELL')",2.6036307022020095e-80,"('EREGL', 'DOHOL')",0.019830177733242,"('PGSUS', 'KRDMD')",1.07460342134907e-05,"('EKGYO', 'TCELL')",0.013280523625351998,"('PGSUS', 'SODA')",0.00045267223636000003
"('EREGL', 'THYAO')",4.566670197057649e-78,"('GARAN', 'HALKB')",4.17767668028251e-80,"('TUPRS', 'DOHOL')",0.020221473278768002,"('ARCLK', 'EKGYO')",1.10237051747607e-05,"('KOZAL', 'TUPRS')",0.013484794847286997,"('ASELS', 'EKGYO')",0.000457259045063
"('GARAN', 'HALKB')",5.1264332904341595e-78,"('EREGL', 'THYAO')",5.655642815546949e-80,"('SAHOL', 'DOHOL')",0.020496583902683,"('TCELL', 'TSKB')",1.17152784611061e-05,"('FROTO', 'KRDMD')",0.013561849498178999,"('KOZAA', 'SISE')",0.000458839497747
"('BIMAS', 'TCELL')",6.706968952276108e-78,"('SAHOL', 'GARAN')",1.3195299439558896e-79,"('AKBNK', 'DOHOL')",0.021163702140488,"('TKFEN', 'YKBNK')",1.40185333883564e-05,"('YKBNK', 'BIMAS')",0.013639920380656999,"('DOHOL', 'KOZAA')",0.000476125465231
"('AKBNK', 'TKFEN')",7.525399101858568e-78,"('ISCTR', 'TTKOM')",1.32477139971266e-79,"('KOZAA', 'KRDMD')",0.022062649599334003,"('KOZAL', 'PETKM')",1.68453176114817e-05,"('BIMAS', 'PETKM')",0.013651158472862,"('KOZAL', 'FROTO')",0.000482720542763
"('SAHOL', 'GARAN')",8.24831016364355e-78,"('BIMAS', 'TCELL')",1.7609907706753795e-79,"('TCELL', 'PETKM')",0.022176656151419998,"('KOZAL', 'KRDMD')",1.72736471415541e-05,"('ARCLK', 'PETKM')",0.013855452124413,"('PGSUS', 'YKBNK')",0.00048780219557599996
"('ISCTR', 'TTKOM')",4.517764544734039e-77,"('AKBNK', 'TKFEN')",5.24922556385585e-79,"('ARCLK', 'PETKM')",0.022928943981575998,"('TTKOM', 'EKGYO')",1.81966046203433e-05,"('SODA', 'BIMAS')",0.013864817989418002,"('KOZAL', 'SODA')",0.000488092793834
"('EREGL', 'ASELS')",2.3651652512436197e-76,"('EREGL', 'ASELS')",3.7668650073695993e-78,"('TKFEN', 'KRDMD')",0.023155812603470004,"('TKFEN', 'PETKM')",1.9566723606376602e-05,"('TCELL', 'EKGYO')",0.013873686111603998,"('KOZAL', 'TAVHL')",0.00050747533857
"('TCELL', 'TAVHL')",3.03609622400044e-76,"('TKFEN', 'EREGL')",5.497173607951679e-78,"('TOASO', 'PETKM')",0.023340931710918996,"('TTKOM', 'DOHOL')",1.9776483937347e-05,"('ARCLK', 'YKBNK')",0.014058007468417,"('TAVHL', 'KRDMD')",0.0005106093699429999
"('TKFEN', 'EREGL')",3.8628842446882196e-76,"('TCELL', 'TAVHL')",5.968892523696879e-78,"('TAVHL', 'PETKM')",0.023785756084127998,"('ISCTR', 'DOHOL')",2.0161571368178e-05,"('BIMAS', 'YKBNK')",0.014095206271807,"('HALKB', 'TSKB')",0.00051136547032
"('VAKBN', 'ASELS')",1.7633139234024697e-75,"('VAKBN', 'ASELS')",2.0363995515178797e-77,"('THYAO', 'YKBNK')",0.023961509146342003,"('TOASO', 'DOHOL')",2.0609089934089603e-05,"('ASELS', 'EKGYO')",0.014125726625696002,"('SAHOL', 'EKGYO')",0.000524840774225
"('THYAO', 'KOZAA')",4.05967208937147e-75,"('AKBNK', 'ASELS')",1.02794028172548e-76,"('BIMAS', 'YKBNK')",0.024629658106514997,"('PGSUS', 'EKGYO')",2.08298005632323e-05,"('KOZAA', 'YKBNK')",0.014163276544302002,"('SODA', 'BIMAS')",0.000529990134046
"('AKBNK', 'ASELS')",4.321052478075729e-75,"('HALKB', 'TTKOM')",1.4207009920859298e-76,"('ASELS', 'PETKM')",0.025861762299456,"('ASELS', 'EKGYO')",2.0889213858775303e-05,"('EREGL', 'EKGYO')",0.014213599867087,"('ISCTR', 'TSKB')",0.000531746742444
