symbol,date_time,timestamp_ns,bid_price,bid_size,ask_price,ask_size
GOODY,2020-01-31T09:55:22.000+0300,35722562000550,4.860000133514403,3055,4.869999885559082,200363
GOODY,2020-01-31T09:55:22.000+0300,35722562000570,4.860000133514403,3055,4.869999885559082,16460
GOODY,2020-01-31T10:00:00.000+0300,36000395000310,4.849999904632568,11898,4.869999885559082,16460
GOODY,2020-01-31T10:00:00.000+0300,36000396000010,4.849999904632568,11898,4.860000133514403,1945
GOODY,2020-01-31T10:00:00.000+0300,36000647000160,4.849999904632568,11898,4.860000133514403,1745
GOODY,2020-01-31T10:00:00.000+0300,36000977000220,4.849999904632568,11898,4.869999885559082,21460
GOODY,2020-01-31T10:00:00.000+0300,36000977000240,4.860000133514403,3255,4.869999885559082,21460
GOODY,2020-01-31T10:00:01.000+0300,36001089000170,4.860000133514403,3255,4.869999885559082,19460
GOODY,2020-01-31T10:00:01.000+0300,36001317000320,4.849999904632568,11898,4.869999885559082,19460
GOODY,2020-01-31T10:00:01.000+0300,36001318000000,4.849999904632568,16898,4.869999885559082,19460
GOODY,2020-01-31T10:00:01.000+0300,36001318000020,4.849999904632568,16898,4.860000133514403,2245
GOODY,2020-01-31T10:00:01.000+0300,36001535000020,4.849999904632568,19866,4.860000133514403,2245
GOODY,2020-01-31T10:00:02.000+0300,36002067000170,4.849999904632568,19866,4.860000133514403,1700
GOODY,2020-01-31T10:00:02.000+0300,36002174000250,4.849999904632568,19866,4.860000133514403,1400
GOODY,2020-01-31T10:00:02.000+0300,36002400000140,4.849999904632568,19866,4.860000133514403,2000
GOODY,2020-01-31T10:00:02.000+0300,36002507000020,4.849999904632568,19856,4.860000133514403,2000
GOODY,2020-01-31T10:00:02.000+0300,36002732000220,4.849999904632568,19856,4.869999885559082,17634
GOODY,2020-01-31T10:00:02.000+0300,36002732000230,4.849999904632568,19856,4.869999885559082,26634
GOODY,2020-01-31T10:00:02.000+0300,36002840000410,4.849999904632568,19856,4.869999885559082,31634
GOODY,2020-01-31T10:00:03.000+0300,36003156000270,4.849999904632568,19856,4.869999885559082,30631
GOODY,2020-01-31T10:00:03.000+0300,36003481000410,4.849999904632568,19856,4.869999885559082,38737
GOODY,2020-01-31T10:00:03.000+0300,36003481000420,4.860000133514403,2000,4.869999885559082,38737
GOODY,2020-01-31T10:00:03.000+0300,36003702000460,4.860000133514403,2150,4.869999885559082,38737
GOODY,2020-01-31T10:00:04.000+0300,36004015000220,4.860000133514403,2150,4.869999885559082,50636
GOODY,2020-01-31T10:00:04.000+0300,36004650000080,4.860000133514403,15150,4.869999885559082,50636
GOODY,2020-01-31T10:00:04.000+0300,36004760000180,4.860000133514403,13650,4.869999885559082,50636
GOODY,2020-01-31T10:00:04.000+0300,36004760000190,4.860000133514403,13650,4.869999885559082,51008
GOODY,2020-01-31T10:00:04.000+0300,36004865000150,4.860000133514403,3650,4.869999885559082,51008
GOODY,2020-01-31T10:00:05.000+0300,36005376000270,4.849999904632568,20356,4.869999885559082,51008
GOODY,2020-01-31T10:00:05.000+0300,36005376000280,4.849999904632568,15356,4.869999885559082,51008
GOODY,2020-01-31T10:00:05.000+0300,36005376000300,4.849999904632568,15356,4.860000133514403,21350
GOODY,2020-01-31T10:00:08.000+0300,36008058000040,4.849999904632568,15356,4.860000133514403,21990
GOODY,2020-01-31T10:00:08.000+0300,36008160000020,4.849999904632568,15356,4.860000133514403,22990
GOODY,2020-01-31T10:00:08.000+0300,36008261000180,4.849999904632568,15456,4.860000133514403,22990
GOODY,2020-01-31T10:00:08.000+0300,36008464000100,4.849999904632568,15456,4.860000133514403,24740
GOODY,2020-01-31T10:00:08.000+0300,36008873000060,4.849999904632568,15456,4.860000133514403,24239
GOODY,2020-01-31T10:00:09.000+0300,36009587000030,4.849999904632568,15456,4.860000133514403,23739
GOODY,2020-01-31T10:00:09.000+0300,36009687000040,4.849999904632568,13456,4.860000133514403,23739
GOODY,2020-01-31T10:00:10.000+0300,36010400000020,4.849999904632568,13456,4.860000133514403,25739
GOODY,2020-01-31T10:00:10.000+0300,36010705000090,4.849999904632568,13456,4.860000133514403,15739
GOODY,2020-01-31T10:00:11.000+0300,36011009000000,4.849999904632568,12456,4.860000133514403,15739
GOODY,2020-01-31T10:00:11.000+0300,36011164000090,4.849999904632568,19856,4.860000133514403,15739
GOODY,2020-01-31T10:00:11.000+0300,36011222000000,4.8400001525878915,14000,4.860000133514403,15739
GOODY,2020-01-31T10:00:11.000+0300,36011222000020,4.8400001525878915,14000,4.849999904632568,22544
GOODY,2020-01-31T10:00:11.000+0300,36011427000170,4.8400001525878915,14000,4.849999904632568,22542
GOODY,2020-01-31T10:00:11.000+0300,36011527000000,4.8400001525878915,9000,4.849999904632568,22542
GOODY,2020-01-31T10:00:11.000+0300,36011527000010,4.8400001525878915,9000,4.849999904632568,25542
GOODY,2020-01-31T10:00:11.000+0300,36011929000060,4.8400001525878915,9000,4.849999904632568,30542
GOODY,2020-01-31T10:00:12.000+0300,36012236000190,4.8400001525878915,8953,4.849999904632568,30542
GOODY,2020-01-31T10:00:14.000+0300,36014357000000,4.8400001525878915,8953,4.849999904632568,29742
GOODY,2020-01-31T10:00:14.000+0300,36014463000240,4.8400001525878915,8953,4.849999904632568,29667
GOODY,2020-01-31T10:00:16.000+0300,36016586000000,4.8400001525878915,8953,4.849999904632568,29407
GOODY,2020-01-31T10:00:18.000+0300,36018614000260,4.8400001525878915,5953,4.849999904632568,29407
GOODY,2020-01-31T10:00:19.000+0300,36019222000000,4.8400001525878915,5953,4.849999904632568,28407
GOODY,2020-01-31T10:00:20.000+0300,36020036000250,4.8400001525878915,5953,4.849999904632568,27608
GOODY,2020-01-31T10:00:24.000+0300,36024808000020,4.8400001525878915,5931,4.849999904632568,27608
GOODY,2020-01-31T10:00:25.000+0300,36025819000000,4.8400001525878915,5731,4.849999904632568,27608
GOODY,2020-01-31T10:00:25.000+0300,36025909000000,4.8400001525878915,10731,4.849999904632568,27608
GOODY,2020-01-31T10:00:26.000+0300,36026226000040,4.8400001525878915,5731,4.849999904632568,27608
GOODY,2020-01-31T10:00:26.000+0300,36026428000210,4.8400001525878915,5831,4.849999904632568,27608
GOODY,2020-01-31T10:00:28.000+0300,36028650000050,4.8400001525878915,5831,4.849999904632568,22608
GOODY,2020-01-31T10:00:30.000+0300,36030064000170,4.829999923706055,19060,4.849999904632568,22608
GOODY,2020-01-31T10:00:30.000+0300,36030065000000,4.829999923706055,21151,4.849999904632568,22608
GOODY,2020-01-31T10:00:31.000+0300,36031180000120,4.829999923706055,21151,4.8400001525878915,1500
GOODY,2020-01-31T10:00:31.000+0300,36031784000000,4.829999923706055,21151,4.8400001525878915,6500
GOODY,2020-01-31T10:00:32.000+0300,36032188000160,4.829999923706055,21151,4.8400001525878915,1500
GOODY,2020-01-31T10:00:32.000+0300,36032593000000,4.829999923706055,20151,4.8400001525878915,1500
GOODY,2020-01-31T10:00:32.000+0300,36032896000000,4.829999923706055,20151,4.8400001525878915,2300
GOODY,2020-01-31T10:00:33.000+0300,36033302000080,4.829999923706055,15151,4.8400001525878915,2300
GOODY,2020-01-31T10:00:35.000+0300,36035914000050,4.829999923706055,15151,4.8400001525878915,13411
GOODY,2020-01-31T10:00:39.000+0300,36039060000030,4.829999923706055,15151,4.8400001525878915,13311
GOODY,2020-01-31T10:00:39.000+0300,36039954000030,4.829999923706055,15151,4.8400001525878915,16311
GOODY,2020-01-31T10:00:40.000+0300,36040272000050,4.829999923706055,15651,4.8400001525878915,16311
GOODY,2020-01-31T10:00:41.000+0300,36041889000020,4.829999923706055,7261,4.8400001525878915,16311
GOODY,2020-01-31T10:00:46.000+0300,36046230000000,4.829999923706055,7261,4.8400001525878915,16310
GOODY,2020-01-31T10:00:49.000+0300,36049565000030,4.829999923706055,5000,4.8400001525878915,16310
GOODY,2020-01-31T10:00:49.000+0300,36049664000000,4.829999923706055,4000,4.8400001525878915,16310
GOODY,2020-01-31T10:00:50.000+0300,36050070000020,4.820000171661377,16980,4.8400001525878915,16310
GOODY,2020-01-31T10:00:55.000+0300,36055932000000,4.820000171661377,16980,4.8400001525878915,21310
GOODY,2020-01-31T10:00:57.000+0300,36057970000020,4.829999923706055,10000,4.8400001525878915,21310
GOODY,2020-01-31T10:00:58.000+0300,36058882000020,4.829999923706055,32555,4.8400001525878915,21310
GOODY,2020-01-31T10:00:59.000+0300,36059186000050,4.829999923706055,32555,4.8400001525878915,20810
GOODY,2020-01-31T10:01:00.000+0300,36060609000080,4.829999923706055,30921,4.8400001525878915,20810
GOODY,2020-01-31T10:01:01.000+0300,36061521000010,4.829999923706055,30221,4.8400001525878915,20810
GOODY,2020-01-31T10:01:01.000+0300,36061823000050,4.829999923706055,31221,4.8400001525878915,20810
GOODY,2020-01-31T10:01:01.000+0300,36061924000050,4.829999923706055,32221,4.8400001525878915,20810
GOODY,2020-01-31T10:01:02.000+0300,36062229000030,4.829999923706055,32221,4.8400001525878915,21810
GOODY,2020-01-31T10:01:04.000+0300,36064253000000,4.829999923706055,32221,4.8400001525878915,26740
GOODY,2020-01-31T10:01:04.000+0300,36064758000000,4.829999923706055,31971,4.8400001525878915,26740
GOODY,2020-01-31T10:01:04.000+0300,36064961000040,4.829999923706055,31971,4.849999904632568,23261
GOODY,2020-01-31T10:01:04.000+0300,36064961000060,4.8400001525878915,1997,4.849999904632568,23261
GOODY,2020-01-31T10:01:05.000+0300,36065164000040,4.829999923706055,31971,4.849999904632568,23261
GOODY,2020-01-31T10:01:05.000+0300,36065164000060,4.829999923706055,31971,4.849999904632568,30264
GOODY,2020-01-31T10:01:07.000+0300,36067192000190,4.8400001525878915,250,4.849999904632568,30264
GOODY,2020-01-31T10:01:08.000+0300,36068507000060,4.829999923706055,31971,4.849999904632568,30264
GOODY,2020-01-31T10:01:08.000+0300,36068507000080,4.829999923706055,31971,4.8400001525878915,2750
GOODY,2020-01-31T10:01:09.000+0300,36069012000050,4.829999923706055,31971,4.8400001525878915,1750
GOODY,2020-01-31T10:01:09.000+0300,36069924000000,4.829999923706055,31971,4.8400001525878915,4250
GOODY,2020-01-31T10:01:10.000+0300,36070936000080,4.829999923706055,31971,4.8400001525878915,9250
GOODY,2020-01-31T10:01:11.000+0300,36071444000270,4.829999923706055,16971,4.8400001525878915,9250
GOODY,2020-01-31T10:01:12.000+0300,36072457000030,4.829999923706055,14271,4.8400001525878915,9250
GOODY,2020-01-31T10:01:13.000+0300,36073670000050,4.829999923706055,19271,4.8400001525878915,9250
GOODY,2020-01-31T10:01:13.000+0300,36073873000070,4.829999923706055,19271,4.8400001525878915,18328
GOODY,2020-01-31T10:01:14.000+0300,36074887000030,4.829999923706055,24271,4.8400001525878915,18328
GOODY,2020-01-31T10:01:15.000+0300,36075797000000,4.829999923706055,17820,4.8400001525878915,18328
GOODY,2020-01-31T10:01:17.000+0300,36077426000030,4.829999923706055,17570,4.8400001525878915,18328
GOODY,2020-01-31T10:01:18.000+0300,36078033000000,4.829999923706055,17570,4.8400001525878915,18228
GOODY,2020-01-31T10:01:18.000+0300,36078945000000,4.829999923706055,17468,4.8400001525878915,18228
GOODY,2020-01-31T10:01:21.000+0300,36081179000000,4.829999923706055,17069,4.8400001525878915,18228
